id,title,author,dynasty,genre,poem_type,content,lines,line_char_counts,meter_pattern,total_lines,total_chars,is_regular,meter_category
5b9a1c52367d5c0f40d2485e,寄龚十三,朱槔,宋代,诗,杂言,"支颐独揖北窗风，怪事从今咄咄空。
简策不知春色晚，山川浑落战尘中。
花瓢茵席三生净，草入池塘一句工。
想见楚龚怀我处，扁舟遨荡夕阳红。","['支颐独揖北窗风怪事从今咄咄空', '简策不知春色晚山川浑落战尘中', '花瓢茵席三生净草入池塘一句工', '想见楚龚怀我处扁舟遨荡夕阳红']","[14, 14, 14, 14]","14,14,14,14",4,56,False,
5b9a185c367d5c0f40d22dc9,江城子·孤山竹阁送述古,苏轼,宋代,诗,杂言,"翠蛾羞黛怯人看。掩霜纨，泪偷弹。且尽一尊，收泪唱《阳关》。漫道帝城天样远，天易见，见君难。
画堂新构近孤山。曲栏干，为谁安？飞絮落花，春色属明年。欲棹小舟寻旧事，无处问，水连天。","['翠蛾羞黛怯人看掩霜纨泪偷弹且尽一尊收泪唱阳关漫道帝城天样远天易见见君难', '画堂新构近孤山曲栏干为谁安飞絮落花春色属明年欲棹小舟寻旧事无处问水连天']","[35, 35]","35,35",2,70,False,
5b9a18b7367d5c0f40d23025,游赤松观,范浚,宋代,诗,杂言,"灵祠丹井馀真迹，祠下老松森百尺。仙子骑鲸去不归，痴人犹问山中石。

",['灵祠丹井馀真迹祠下老松森百尺仙子骑鲸去不归痴人犹问山中石'],[28],28,1,28,False,
5b9a19c5367d5c0f40d2373e,水调歌头 赠白兰谷,李道纯,元代,诗,杂言,三元秘秋水，微密实难量。米分清浊，天地人物一包藏。一乃太玄真水，二气由兹运化，三极理全彰。上下降升妙，根本在中黄。兔怀胎，牛喘月，蚌含光。人明此理，倒提斗柄戽银潢。绝断曹溪一派，掀倒蓬莱三岛，无处不仙乡。谁为白兰谷，安寝感羲皇。,['三元秘秋水微密实难量米分清浊天地人物一包藏一乃太玄真水二气由兹运化三极理全彰上下降升妙根本在中黄兔怀胎牛喘月蚌含光人明此理倒提斗柄戽银潢绝断曹溪一派掀倒蓬莱三岛无处不仙乡谁为白兰谷安寝感羲皇'],[95],95,1,95,False,
5b9a1b6c367d5c0f40d2425c,洞霄琳宫,连久道,宋代,诗,杂言,"栖真已得寻西洞，神应谁能辨雨锺。
水奏五音鸣玉凤，山回九锁踞苍龙。
古杉疑复天台去，怪石时从福地供。
它日重游应更好，拟登天柱最高峰。","['栖真已得寻西洞神应谁能辨雨锺', '水奏五音鸣玉凤山回九锁踞苍龙', '古杉疑复天台去怪石时从福地供', '它日重游应更好拟登天柱最高峰']","[14, 14, 14, 14]","14,14,14,14",4,56,False,
5b9a149b367d5cab186688ce,客中初夏,司马光,宋代,诗,杂言,"四月清和雨乍晴，南山当户转分明。
更无柳絮因风起，惟有葵花向日倾。","['四月清和雨乍晴南山当户转分明', '更无柳絮因风起惟有葵花向日倾']","[14, 14]","14,14",2,28,False,
5b9a1468367d5cab1866877c,涉江采芙蓉,佚名,两汉,诗,杂言,"涉江采芙蓉，兰泽多芳草。
采之欲遗谁，所思在远道。
还顾望旧乡，长路漫浩浩。
同心而离居，忧伤以终老。

","['涉江采芙蓉兰泽多芳草', '采之欲遗谁所思在远道', '还顾望旧乡长路漫浩浩', '同心而离居忧伤以终老']","[10, 10, 10, 10]","10,10,10,10",4,40,False,
5b9a1950367d5c0f40d2342c,舟次邗江感怀,戴研,清代,诗,杂言,"寒云萧瑟片帆收，江草江花动客愁。瓜步涛声常带雨，广陵山色易为秋。

已拚湖海供多病，漫逐风尘故倦游。寂寞仲宣怀故里，不胜摇落赋《登楼》。

","['寒云萧瑟片帆收江草江花动客愁瓜步涛声常带雨广陵山色易为秋', '已拚湖海供多病漫逐风尘故倦游寂寞仲宣怀故里不胜摇落赋登楼']","[28, 28]","28,28",2,56,False,
5b9a1974367d5c0f40d23521,赠朱静芳大姐,聂绀弩,近代,诗,杂言,"急人之急女朱家，两度汾河走飞车。刀笔纵横光闪闪，化杨枝水洒枯花。

劝君更尽一杯茶，千里万里亦中华。

","['急人之急女朱家两度汾河走飞车刀笔纵横光闪闪化杨枝水洒枯花', '劝君更尽一杯茶千里万里亦中华']","[28, 14]","28,14",2,42,False,
5b9a1c79367d5c0f40d24961,蔡村,张鸿,近代,诗,杂言,"炎风烈日屈足坐，冷雨凄烟缩项眠。持校帝城流血夜，此中犹是燄摩天。

",['炎风烈日屈足坐冷雨凄烟缩项眠持校帝城流血夜此中犹是燄摩天'],[28],28,1,28,False,
5b9a120b367d5c5b84062a93,月下独酌四首·其一,李白,唐代,诗,杂言,"花间一壶酒，独酌无相亲。
举杯邀明月，对影成三人。
月既不解饮，影徒随我身。
暂伴月将影，行乐须及春。
我歌月徘徊，我舞影零乱。
醒时同交欢，醉后各分散。(同交欢 一作：相交欢)
永结无情游，相期邈云汉。","['花间一壶酒独酌无相亲', '举杯邀明月对影成三人', '月既不解饮影徒随我身', '暂伴月将影行乐须及春', '我歌月徘徊我舞影零乱', '醒时同交欢醉后各分散同交欢一作相交欢', '永结无情游相期邈云汉']","[10, 10, 10, 10, 10, 18, 10]","10,10,10,10,10,18,10",7,78,False,
5b9a18ef367d5c0f40d231a4,雪拟苏轼聚星堂体兼用其韵,弘历,清代,诗,杂言,"苏辞遭遇多枝叶，倒绷禁体先犯雪。起舞浮白意匠殊，纵横驱用堪叫绝。

元冥恰喜交初节，过水真如遇方折。平原羃䍥寒飔逼，长空晻霭暮光灭。

旌门铙吹云璈奏，幔城漏响金鱼掣。徘徊中夜听拉瑟，行檠熻赩莲花缬。

天窗取气揭薄纱，地炉生火燃枯屑。

遥想林岫已婆娑，却爱郊坰正飘瞥。即景朅咏都官句，占年夙记农家说。

醉翁髯老垂号令，会取陈言能点铁。

","['苏辞遭遇多枝叶倒绷禁体先犯雪起舞浮白意匠殊纵横驱用堪叫绝', '元冥恰喜交初节过水真如遇方折平原羃寒飔逼长空晻霭暮光灭', '旌门铙吹云璈奏幔城漏响金鱼掣徘徊中夜听拉瑟行檠熻赩莲花缬', '天窗取气揭薄纱地炉生火燃枯屑', '遥想林岫已婆娑却爱郊坰正飘瞥即景朅咏都官句占年夙记农家说', '醉翁髯老垂号令会取陈言能点铁']","[28, 27, 28, 14, 28, 14]","28,27,28,14,28,14",6,139,False,
5b9a184d367d5c0f40d22d61,臧僖伯谏观鱼,左丘明,先秦,诗,杂言,"　　春，公将如棠观鱼者。臧僖伯谏曰：“凡物不足以讲大事，其材不足以备器用，则君不举焉。君将纳民于轨物者也。故讲事以度轨量，谓之‘轨’；取材以章物采，谓之‘物’。不轨不物，谓之乱政。乱政亟行，所以败也。故春蒐、夏苗、秋狝、冬狩，皆于农隙以讲事也。三年而治兵，入而振旅，归而饮至，以数军实。昭文章，明贵贱，辨等列，顺少长，习威仪也。鸟兽之肉不登于俎，皮革、齿牙、骨角、毛羽不登于器，则君不射，古之制也。若夫山林川泽之实，器用之资，皂隶之事，官司之守，非君所及也。”

　　公曰：“吾将略地焉。”遂往，陈鱼而观之。僖伯称疾不从。

　　书曰：“公矢鱼与棠。”非礼也，且言远地也。

","['春公将如棠观鱼者臧僖伯谏曰凡物不足以讲大事其材不足以备器用则君不举焉君将纳民于轨物者也故讲事以度轨量谓之轨取材以章物采谓之物不轨不物谓之乱政乱政亟行所以败也故春蒐夏苗秋狝冬狩皆于农隙以讲事也三年而治兵入而振旅归而饮至以数军实昭文章明贵贱辨等列顺少长习威仪也鸟兽之肉不登于俎皮革齿牙骨角毛羽不登于器则君不射古之制也若夫山林川泽之实器用之资皂隶之事官司之守非君所及也', '公曰吾将略地焉遂往陈鱼而观之僖伯称疾不从', '书曰公矢鱼与棠非礼也且言远地也']","[181, 20, 15]","181,20,15",3,216,False,
5b9a19df367d5c0f40d237ec,百志诗,干宝,魏晋,诗,杂言,"壮士禀杰姿，气烈有自然。俯仰群众中，胡能救世艰。

阙巩代缝掖，兜鍪易进贤。

","['壮士禀杰姿气烈有自然俯仰群众中胡能救世艰', '阙巩代缝掖兜鍪易进贤']","[20, 10]","20,10",2,30,False,
5b9a17e9367d5c0f40d22ac9,马嵬,袁枚,清代,诗,杂言,"莫唱当年长恨歌，人间亦自有银河。
石壕村里夫妻别，泪比长生殿上多。","['莫唱当年长恨歌人间亦自有银河', '石壕村里夫妻别泪比长生殿上多']","[14, 14]","14,14",2,28,False,
5b9a1a9b367d5c0f40d23cde,探春慢 寓楼对雪，颇动羁愁。季刚次韵先成此解，邀余同赋,汪东,清代,诗,杂言,"岁晚登楼，寒深拥几，羁怀零乱无序。风剪琼瑶，云昏天地，顿觉销沈平楚。

南雁音书少，但梦趁、江乡归橹。最怜笠泽苍茫，樵青心事谁付。

旧著烟蓑在否。甚锁却松筠，空闭柴户。庾信生涯，梁园宾客，愁动黄昏钟鼓。

况只萧条极，似阴积、龙沙深处。赖有天工妆点，梨花千树。

","['岁晚登楼寒深拥几羁怀零乱无序风剪琼瑶云昏天地顿觉销沈平楚', '南雁音书少但梦趁江乡归橹最怜笠泽苍茫樵青心事谁付', '旧著烟蓑在否甚锁却松筠空闭柴户庾信生涯梁园宾客愁动黄昏钟鼓', '况只萧条极似阴积龙沙深处赖有天工妆点梨花千树']","[28, 24, 29, 22]","28,24,29,22",4,103,False,
5b9a17fe367d5c0f40d22b4f,蝶恋花·上巳召亲族,李清照,宋代,诗,杂言,"永夜恹恹欢意少。空梦长安，认取长安道。为报今年春色好，花光月影宜相照。
随意杯盘虽草草。酒美梅酸，恰称人怀抱。醉里插花花莫笑，可怜春似人将老。","['永夜恹恹欢意少空梦长安认取长安道为报今年春色好花光月影宜相照', '随意杯盘虽草草酒美梅酸恰称人怀抱醉里插花花莫笑可怜春似人将老']","[30, 30]","30,30",2,60,False,
5b9a197d367d5c0f40d2355a,赋得江介多悲风用风字,顾炎武,清代,诗,杂言,"素节乘云梦，清秋下渚宫。哀音生地籁，激楚入天风。

落雁过山急，寒蝉抱树空。伤心干里目，愁绝百年中。

郢路元依北，江关久向东。有人宗国泪，何地洒孤忠。

","['素节乘云梦清秋下渚宫哀音生地籁激楚入天风', '落雁过山急寒蝉抱树空伤心干里目愁绝百年中', '郢路元依北江关久向东有人宗国泪何地洒孤忠']","[20, 20, 20]","20,20,20",3,60,False,
5b9a1a68367d5c0f40d23b8b,寿谖为辰州李贡士民望作,符锡,明代,诗,杂言,"萱草树北堂，谓能忘远忧。如何念慈母，不置天西头。

楚山高高楚水长，西风晨夕雁南翔。帛书不事慰脩阻，忘忧愿祝寿且康。

他日拜官来故里，门户光生母心喜。九溪会变作春酒，白发青袍放歌起，何如更向天涯咨陟𡵆。

","['萱草树北堂谓能忘远忧如何念慈母不置天西头', '楚山高高楚水长西风晨夕雁南翔帛书不事慰脩阻忘忧愿祝寿且康', '他日拜官来故里门户光生母心喜九溪会变作春酒白发青袍放歌起何如更向天涯咨陟']","[20, 28, 36]","20,28,36",3,84,False,
5b9a1854367d5c0f40d22d93,春夜别友人二首·其一,陈子昂,唐代,诗,杂言,"银烛吐青烟，金樽对绮筵。
离堂思琴瑟，别路绕山川。
明月隐高树，长河没晓天。
悠悠洛阳道，此会在何年。","['银烛吐青烟金樽对绮筵', '离堂思琴瑟别路绕山川', '明月隐高树长河没晓天', '悠悠洛阳道此会在何年']","[10, 10, 10, 10]","10,10,10,10",4,40,False,
5b9a1c25367d5c0f40d24739,仁老寄墨梅 其三,邹浩,宋代,诗,杂言,"前年谪向新州去，岭上寒梅正作花。今日霜缣玩标格，宛然风外数枝斜。

",['前年谪向新州去岭上寒梅正作花今日霜缣玩标格宛然风外数枝斜'],[28],28,1,28,False,
5b9a1b9c367d5c0f40d2439b,送淡公 其十二,孟郊,唐代,诗,杂言,"诗人苦为诗，不如脱空飞。一生空鷕气，非谏复非讥。

脱枯挂寒枝，弃如一唾微。一步一步乞，半片半片衣。

倚诗为活计，从古多无肥。诗饥老不怨，劳师泪霏霏。

","['诗人苦为诗不如脱空飞一生空鷕气非谏复非讥', '脱枯挂寒枝弃如一唾微一步一步乞半片半片衣', '倚诗为活计从古多无肥诗饥老不怨劳师泪霏霏']","[20, 20, 20]","20,20,20",3,60,False,
5b9a144f367d5cab186686d0,绝句二首·其二,杜甫,唐代,诗,杂言,"江碧鸟逾白，山青花欲燃。
今春看又过，何日是归年？","['江碧鸟逾白山青花欲燃', '今春看又过何日是归年']","[10, 10]","10,10",2,20,False,
5b9a1bb2367d5c0f40d2442e,送彦与孙兄赴廷对,刘宰,宋代,诗,杂言,"捷书夜到古朱方，之子登名甲乙行。
伟行向来高月旦，遗经端合破天荒。
公孙对策风云会，董子留名日月光。
趋向一分燕越异，赠言惟有用心刚。","['捷书夜到古朱方之子登名甲乙行', '伟行向来高月旦遗经端合破天荒', '公孙对策风云会董子留名日月光', '趋向一分燕越异赠言惟有用心刚']","[14, 14, 14, 14]","14,14,14,14",4,56,False,
5b9a1c06367d5c0f40d2465e,迎五十七杂感 其九,何永沂,当代,诗,杂言,"愿人长久共婵娟，过了明天又一年。难得糊涂肝胆雪，不如归去口头禅。

五湖已被官家占，多士曾蒙霸主鞭。友尽与时俱进者，岭南诗酒对红棉。

","['愿人长久共婵娟过了明天又一年难得糊涂肝胆雪不如归去口头禅', '五湖已被官家占多士曾蒙霸主鞭友尽与时俱进者岭南诗酒对红棉']","[28, 28]","28,28",2,56,False,
5b9a19ed367d5c0f40d2384b,迓帅夜渡广汉,郭印,宋代,诗,杂言,"负弩迎使车，暮涂颇忽迫。
篝火灭还明，羸驽费鞭策。
行行汉江漘，月照沙水白。
登舟越惊涛，未济忽欹侧。
可怜为升斗，性命鸿毛掷。
人生谁贵贱，同是蘧庐客。
敢轻千户侯，愿丐五亩宅。
归共老农游，饮酣歌帝泽。","['负弩迎使车暮涂颇忽迫', '篝火灭还明羸驽费鞭策', '行行汉江漘月照沙水白', '登舟越惊涛未济忽欹侧', '可怜为升斗性命鸿毛掷', '人生谁贵贱同是蘧庐客', '敢轻千户侯愿丐五亩宅', '归共老农游饮酣歌帝泽']","[10, 10, 10, 10, 10, 10, 10, 10]","10,10,10,10,10,10,10,10",8,80,False,
5b9a1a30367d5c0f40d23a0c,怜愚诗四十二首 其三十九,宋应星,明代,诗,杂言,"人到无能始贷金，子钱生发向何寻？厉词追索弥年后，生计萧条起绿林。

",['人到无能始贷金子钱生发向何寻厉词追索弥年后生计萧条起绿林'],[28],28,1,28,False,
5b9a1ab4367d5c0f40d23d89,同诸公泛舟一首,王渐逵,明代,诗,杂言,"春水生桃渚，扁舟遥自通。浦云低压岸，花雨细从风。

鼓急疑牵濑，歌残欲罢钟。山人亦何幸，文会兴相同。

","['春水生桃渚扁舟遥自通浦云低压岸花雨细从风', '鼓急疑牵濑歌残欲罢钟山人亦何幸文会兴相同']","[20, 20]","20,20",2,40,False,
5b9a1942367d5c0f40d233c9,简斯远兼怀成父,赵蕃,宋代,诗,杂言,"闻道篮舆出行田，归来药裹手亲煎。旱而不雨热尤剧，节且立秋凉未便。

我亦南山成卧疾，弟犹北阙未回船。江南已自伤流落，何况湖南路渺然。

","['闻道篮舆出行田归来药裹手亲煎旱而不雨热尤剧节且立秋凉未便', '我亦南山成卧疾弟犹北阙未回船江南已自伤流落何况湖南路渺然']","[28, 28]","28,28",2,56,False,
5b9a1480367d5cab1866881b,桂枝香·金陵怀古,王安石,宋代,诗,杂言,"登临送目，正故国晚秋，天气初肃。千里澄江似练，翠峰如簇。归帆去棹残阳里，背西风，酒旗斜矗。彩舟云淡，星河鹭起，画图难足。(归帆 一作：征帆)
念往昔，繁华竞逐，叹门外楼头，悲恨相续。千古凭高对此，谩嗟荣辱。六朝旧事随流水，但寒烟衰草凝绿。至今商女，时时犹唱，后庭遗曲。

","['登临送目正故国晚秋天气初肃千里澄江似练翠峰如簇归帆去棹残阳里背西风酒旗斜矗彩舟云淡星河鹭起画图难足归帆一作征帆', '念往昔繁华竞逐叹门外楼头悲恨相续千古凭高对此谩嗟荣辱六朝旧事随流水但寒烟衰草凝绿至今商女时时犹唱后庭遗曲']","[55, 52]","55,52",2,107,False,
5b9a1bd6367d5c0f40d24521,大梁 其二,范天烈,近代,诗,杂言,"十日平江九确山，轮蹄几瘁尚间关。强餐麦饭求粗饱，怕到泥涂涉更艰。

僮仆少年偏善病，功名老大最羞颜。陶公毕竟归来好，犹剩门前柳一湾。

","['十日平江九确山轮蹄几瘁尚间关强餐麦饭求粗饱怕到泥涂涉更艰', '僮仆少年偏善病功名老大最羞颜陶公毕竟归来好犹剩门前柳一湾']","[28, 28]","28,28",2,56,False,
5b9a1b9f367d5c0f40d243b4,又雪同欧子直,王夫之,明代,诗,杂言,"溪边林外转霏微，几处新莺禁不飞。即次青春欺白发，丁宁酒力试寒威。

连天朔雪悲明月，昨日西清忆落晖。为报春光多蕴藉，来朝一倍报芳霏。

","['溪边林外转霏微几处新莺禁不飞即次青春欺白发丁宁酒力试寒威', '连天朔雪悲明月昨日西清忆落晖为报春光多蕴藉来朝一倍报芳霏']","[28, 28]","28,28",2,56,False,
5b9a17d9367d5c0f40d22a5f,西施,罗隐,唐代,诗,杂言,"家国兴亡自有时，吴人何苦怨西施。
西施若解倾吴国，越国亡来又是谁。","['家国兴亡自有时吴人何苦怨西施', '西施若解倾吴国越国亡来又是谁']","[14, 14]","14,14",2,28,False,
5b9a1aa4367d5c0f40d23d16,闲居二首 其一,鲁铎,明代,诗,杂言,"别墅仍书屋，闲居兴颇奇。野山争入座，田水暗通池。

鸟语花深处，鱼游月上时。坐阑还散步，聊复有新诗。

","['别墅仍书屋闲居兴颇奇野山争入座田水暗通池', '鸟语花深处鱼游月上时坐阑还散步聊复有新诗']","[20, 20]","20,20",2,40,False,
5b9a1a91367d5c0f40d23c9b,近代杂歌 浔阳乐,鲍令晖,南北朝,诗,五言绝句,"稽亭故人去。
九里新人还。
送一便迎两。
无有暂时闲。","['稽亭故人去', '九里新人还', '送一便迎两', '无有暂时闲']","[5, 5, 5, 5]","5,5,5,5",4,20,True,五言
5b9a1b09367d5c0f40d23fc0,颂古三十六首 其十二,释惟一,宋代,诗,杂言,"和尚尊位如何，突出日面月面。光艳烁破乾坤，五眼觑之不见。

觑得见，何似寻常腊月扇。

","['和尚尊位如何突出日面月面光艳烁破乾坤五眼觑之不见', '觑得见何似寻常腊月扇']","[24, 10]","24,10",2,34,False,
5b9a1a33367d5c0f40d23a1e,鹧鸪天 乙未农历闰重三作,龙榆生,近代,诗,杂言,"宿雨初乾雀语檐。历头喜见闰重三。回黄老树阴逾密，绣地馀花色转严。

春昼永，午风恬。情知蔗味老来甜。颊间偎著狸奴暖，隐几攲眠懒下帘。

","['宿雨初乾雀语檐历头喜见闰重三回黄老树阴逾密绣地馀花色转严', '春昼永午风恬情知蔗味老来甜颊间偎著狸奴暖隐几攲眠懒下帘']","[28, 27]","28,27",2,55,False,
5b9a1c28367d5c0f40d24748,题扇次倪良弼稽勋韵,李东阳,明代,诗,杂言,"渚兰汀芷思芳年，多在秋风白露前。欲把青溪溪上笛，夜凉吹遍泬寥天。

",['渚兰汀芷思芳年多在秋风白露前欲把青溪溪上笛夜凉吹遍泬寥天'],[28],28,1,28,False,
5b9a190a367d5c0f40d23255,九叹九首 其三,刘基,元代,诗,杂言,"天有田兮不可以耕。山有龟兮不可以知咎徵。剡蒿以为梁兮削菌以居楹。匠石却走兮工垂拊膺。

登高望远兮观四瀛。水东流兮日西倾。般纷纷兮各有营。我独展转兮从夜达明。

","['天有田兮不可以耕山有龟兮不可以知咎徵剡蒿以为梁兮削菌以居楹匠石却走兮工垂拊膺', '登高望远兮观四瀛水东流兮日西倾般纷纷兮各有营我独展转兮从夜达明']","[38, 31]","38,31",2,69,False,
5b9a1a84367d5c0f40d23c45,西藏杂诗之将赴西藏宿成都,王引,当代,诗,杂言,"舆图新入藏，驿路锦官城。山想岷峨外，湖连星宿平。

有僧分显密，无肆卜阴晴。灯下观遗事，唐蕃本舅甥。

","['舆图新入藏驿路锦官城山想岷峨外湖连星宿平', '有僧分显密无肆卜阴晴灯下观遗事唐蕃本舅甥']","[20, 20]","20,20",2,40,False,
5b9a145c367d5cab18668728,行路难三首,李白,唐代,诗,杂言,"金樽清酒斗十千，玉盘珍羞直万钱。
停杯投箸不能食，拔剑四顾心茫然。
欲渡黄河冰塞川，将登太行雪满山。
闲来垂钓碧溪上，忽复乘舟梦日边。
行路难！行路难！多歧路，今安在？
长风破浪会有时，直挂云帆济沧海。

大道如青天，我独不得出。 
羞逐长安社中儿，赤鸡白雉赌梨栗。
弹剑作歌奏苦声，曳裾王门不称情。
淮阴市井笑韩信，汉朝公卿忌贾生。
君不见昔时燕家重郭隗，拥篲折节无嫌猜。
剧辛乐毅感恩分，输肝剖胆效英才。
昭王白骨萦蔓草，谁人更扫黄金台？
行路难，归去来！

有耳莫洗颍川水，有口莫食首阳蕨。
含光混世贵无名，何用孤高比云月？
吾观自古贤达人，功成不退皆殒身。
子胥既弃吴江上，屈原终投湘水滨。
陆机雄才岂自保？李斯税驾苦不早。
华亭鹤唳讵可闻？上蔡苍鹰何足道？
君不见吴中张翰称达生，秋风忽忆江东行。
且乐生前一杯酒，何须身后千载名？

","['金樽清酒斗十千玉盘珍羞直万钱', '停杯投箸不能食拔剑四顾心茫然', '欲渡黄河冰塞川将登太行雪满山', '闲来垂钓碧溪上忽复乘舟梦日边', '行路难行路难多歧路今安在', '长风破浪会有时直挂云帆济沧海', '大道如青天我独不得出', '羞逐长安社中儿赤鸡白雉赌梨栗', '弹剑作歌奏苦声曳裾王门不称情', '淮阴市井笑韩信汉朝公卿忌贾生', '君不见昔时燕家重郭隗拥篲折节无嫌猜', '剧辛乐毅感恩分输肝剖胆效英才', '昭王白骨萦蔓草谁人更扫黄金台', '行路难归去来', '有耳莫洗颍川水有口莫食首阳蕨', '含光混世贵无名何用孤高比云月', '吾观自古贤达人功成不退皆殒身', '子胥既弃吴江上屈原终投湘水滨', '陆机雄才岂自保李斯税驾苦不早', '华亭鹤唳讵可闻上蔡苍鹰何足道', '君不见吴中张翰称达生秋风忽忆江东行', '且乐生前一杯酒何须身后千载名']","[14, 14, 14, 14, 12, 14, 10, 14, 14, 14, 17, 14, 14, 6, 14, 14, 14, 14, 14, 14, 17, 14]","14,14,14,14,12,14,10,14,14,14,17,14,14,6,14,14,14,14,14,14,17,14",22,300,False,
5b9a198f367d5c0f40d235cf,和韵 其二,韩淲,宋代,诗,杂言,"酴醾一架煖争开，投老看花得几回。兴以芳时寻醉去，诗从永日送香来。

",['酴醾一架煖争开投老看花得几回兴以芳时寻醉去诗从永日送香来'],[28],28,1,28,False,
5b9a120c367d5c5b84062a98,春晓,孟浩然,唐代,诗,杂言,"春眠不觉晓，处处闻啼鸟。
夜来风雨声，花落知多少。","['春眠不觉晓处处闻啼鸟', '夜来风雨声花落知多少']","[10, 10]","10,10",2,20,False,
5b9a1a95367d5c0f40d23cb0,浪淘沙 登阳明山有感,陈逸云,近代,诗,杂言,"未觉雁鸣秋。已惹乡愁。斜风细雨过危楼。极目山川无限意，故国神游。

壮志未曾休。事业何酬。笃行实践苦思筹。两鬓不辞添白发，誓复神州。

","['未觉雁鸣秋已惹乡愁斜风细雨过危楼极目山川无限意故国神游', '壮志未曾休事业何酬笃行实践苦思筹两鬓不辞添白发誓复神州']","[27, 27]","27,27",2,54,False,
5b9a1aae367d5c0f40d23d60,汉玉赤刀歌,弘历,清代,诗,杂言,"出匣宝气腾葱郁，秋水一湾落霞拂。游刃恢恢岂少𠜾，疑有丁甲相呵㗵。

蟠虬之而鼌采蔚，当年西序横陈物。介绍大训连朱芾，姬室文明此黼黻，遐思成康不可迄。

","['出匣宝气腾葱郁秋水一湾落霞拂游刃恢恢岂少疑有丁甲相呵', '蟠虬之而鼌采蔚当年西序横陈物介绍大训连朱芾姬室文明此黼黻遐思成康不可迄']","[26, 35]","26,35",2,61,False,
5b9a19e7367d5c0f40d23824,乙卯六月四日抵里志喜,何栻,清代,诗,杂言,"一去乡关十七年，归来闾巷尚依然。欢声迎路如雷动，笑面生辉比月圆。

牙节双持谁复羡，腰缠万贯我能捐。最难八十慈亲健，喜著朝衣舞膝前。

","['一去乡关十七年归来闾巷尚依然欢声迎路如雷动笑面生辉比月圆', '牙节双持谁复羡腰缠万贯我能捐最难八十慈亲健喜著朝衣舞膝前']","[28, 28]","28,28",2,56,False,
5b9a17cf367d5c0f40d22a18,牧童诗,黄庭坚,宋代,诗,杂言,"骑牛远远过前村，短笛横吹隔陇闻。
多少长安名利客，机关用尽不如君。","['骑牛远远过前村短笛横吹隔陇闻', '多少长安名利客机关用尽不如君']","[14, 14]","14,14",2,28,False,
5b9a1436367d5cab18668627,宿新市徐公店,杨万里,宋代,诗,杂言,"篱落疏疏一径深，树头花落未成阴。
儿童急走追黄蝶，飞入菜花无处寻。","['篱落疏疏一径深树头花落未成阴', '儿童急走追黄蝶飞入菜花无处寻']","[14, 14]","14,14",2,28,False,
5b9a1b90367d5c0f40d2434a,刺贾秋壑诗,咸淳士人,宋代,诗,杂言,"深院无人草已荒，漆屏金字尚煇煌。
只知事去身宜去，岂料人亡国亦亡。
理考发身端自有，郑人应梦果何祥。
卧龙不肯留渠住，空使晴光满画墙。
事到穷时计亦穷，行此难倚鄂州功。
木棉庵上千年恨，秋壑堂中一梦空。
石砌苔稠猿步月，松庭叶落鸟呼风。
客来未用多惆怅，试向吴山望故宫。","['深院无人草已荒漆屏金字尚煇煌', '只知事去身宜去岂料人亡国亦亡', '理考发身端自有郑人应梦果何祥', '卧龙不肯留渠住空使晴光满画墙', '事到穷时计亦穷行此难倚鄂州功', '木棉庵上千年恨秋壑堂中一梦空', '石砌苔稠猿步月松庭叶落鸟呼风', '客来未用多惆怅试向吴山望故宫']","[14, 14, 14, 14, 14, 14, 14, 14]","14,14,14,14,14,14,14,14",8,112,False,
5b9a1b3d367d5c0f40d2411d,书寄陈昼卿书尾,陈寿祺,清代,诗,杂言,"欲归还小住，杯酒许重斟。信宿分离后，相思直到今。

大江流远梦，小雅托哀音。记否中山夜，绳床听雨心。

","['欲归还小住杯酒许重斟信宿分离后相思直到今', '大江流远梦小雅托哀音记否中山夜绳床听雨心']","[20, 20]","20,20",2,40,False,
5b9a1a5a367d5c0f40d23b30,金山岭,范成大,宋代,诗,杂言,"阪峻身频偃，崖深首屡回。
云浮平地出，路拂半天来。
但阅关山过，都忘岁月催。
湘南初上马，犹插早春梅。","['阪峻身频偃崖深首屡回', '云浮平地出路拂半天来', '但阅关山过都忘岁月催', '湘南初上马犹插早春梅']","[10, 10, 10, 10]","10,10,10,10",4,40,False,
5b9a1495367d5cab186688a9,咏华山,寇准,宋代,诗,杂言,"只有天在上，更无山与齐。
举头红日近，回首白云低。","['只有天在上更无山与齐', '举头红日近回首白云低']","[10, 10]","10,10",2,20,False,
5b9a1bb6367d5c0f40d2444b,食菜作二首,廖行之,宋代,诗,杂言,"吾儒不羡能方丈，彼相胡为食万钱。
谁识春来有珍味，乐如疏食曲肱眠。
园中菜把勤能致，曹掾莼羹美未专。
便作远谋胜肉食，他年无愧作诗篇。","['吾儒不羡能方丈彼相胡为食万钱', '谁识春来有珍味乐如疏食曲肱眠', '园中菜把勤能致曹掾莼羹美未专', '便作远谋胜肉食他年无愧作诗篇']","[14, 14, 14, 14]","14,14,14,14",4,56,False,
5b9a1ca1367d5c0f40d24a6e,乐归田园十咏 其五 农人告余以春及至曷不委心任去留,宗林,明代,诗,杂言,"闻得农夫说，春回畎亩间。舟车无枉迹，草木有荣颜。

寻壑穿云去，径丘踏月还。百年宁几日，能不放心闲。

","['闻得农夫说春回畎亩间舟车无枉迹草木有荣颜', '寻壑穿云去径丘踏月还百年宁几日能不放心闲']","[20, 20]","20,20",2,40,False,
