id,title,author,dynasty,genre,poem_type,content,lines,line_char_counts,meter_pattern,total_lines,total_chars,is_regular,meter_category
5b9a1491367d5cab1866888c,短歌行,李白,唐代,诗,杂言,"白日何短短，百年苦易满。
苍穹浩茫茫，万劫太极长。
麻姑垂两鬓，一半已成霜。
天公见玉女，大笑亿千场。
吾欲揽六龙，回车挂扶桑。
北斗酌美酒，劝龙各一觞。
富贵非所愿，与人驻颜光。","['白日何短短百年苦易满', '苍穹浩茫茫万劫太极长', '麻姑垂两鬓一半已成霜', '天公见玉女大笑亿千场', '吾欲揽六龙回车挂扶桑', '北斗酌美酒劝龙各一觞', '富贵非所愿与人驻颜光']","[10, 10, 10, 10, 10, 10, 10]","10,10,10,10,10,10,10",7,70,False,
5b9a180b367d5c0f40d22bae,荷叶杯·记得那年花下,韦庄,唐代,诗,杂言,"记得那年花下，深夜，初识谢娘时。水堂西面画帘垂，携手暗相期。
惆怅晓莺残月，相别，从此隔音尘。如今俱是异乡人，相见更无因。","['记得那年花下深夜初识谢娘时水堂西面画帘垂携手暗相期', '惆怅晓莺残月相别从此隔音尘如今俱是异乡人相见更无因']","[25, 25]","25,25",2,50,False,
5b9a14a7367d5cab18668923,秋夜寄邱员外 / 秋夜寄丘二十二员外,韦应物,唐代,诗,杂言,"怀君属秋夜，散步咏凉天。
空山松子落，幽人应未眠。","['怀君属秋夜散步咏凉天', '空山松子落幽人应未眠']","[10, 10]","10,10",2,20,False,
5b9a1b04367d5c0f40d23f9e,梁阮研宰相帖赞,岳珂,宋代,诗,杂言,"巨济取帖，断于李唐。
而予何人，波及于梁。
然而考硬黄之流别，辨缃素之古香。
并之以淳化秘阁之迹，印之以绍兴御府之章。
於戏斯文，不忝厥藏。","['巨济取帖断于李唐', '而予何人波及于梁', '然而考硬黄之流别辨缃素之古香', '并之以淳化秘阁之迹印之以绍兴御府之章', '於戏斯文不忝厥藏']","[8, 8, 14, 18, 8]","8,8,14,18,8",5,56,False,
5b9a1c6a367d5c0f40d24904,元旦早朝,孙勋,明代,诗,杂言,"绛阙双瞻碧玉空，衮衣遥拜紫宸宫。瑞光总映千门曙，淑气同看万国丰。

禁柳厚笼仙掌露，炉烟轻散御帘风。幸随簪笏称华祝，忽睹云车驾六龙。

","['绛阙双瞻碧玉空衮衣遥拜紫宸宫瑞光总映千门曙淑气同看万国丰', '禁柳厚笼仙掌露炉烟轻散御帘风幸随簪笏称华祝忽睹云车驾六龙']","[28, 28]","28,28",2,56,False,
5b9a1a40367d5c0f40d23a7a,普缘塔,何景明,明代,诗,杂言,"石盖凌空起，丹梯出翠微。云从珠顶覆，灯转镜中辉。

雁沼波涛涌，龙宫日月围。何能攀绝顶，一览汉邦畿。

","['石盖凌空起丹梯出翠微云从珠顶覆灯转镜中辉', '雁沼波涛涌龙宫日月围何能攀绝顶一览汉邦畿']","[20, 20]","20,20",2,40,False,
5b9a1454367d5cab186686f5,清平调·其一,李白,唐代,诗,杂言,"云想衣裳花想容，春风拂槛露华浓。 
若非群玉山头见，会向瑶台月下逢。","['云想衣裳花想容春风拂槛露华浓', '若非群玉山头见会向瑶台月下逢']","[14, 14]","14,14",2,28,False,
5b9a18b8367d5c0f40d2302f,东廓先生贻连山书屋落成诗次韵奉赠,罗洪先,明代,诗,杂言,"忆从石屋访行窝，几共云关掩薜萝。一见自惭违道远，无言更觉饮人和。

六经同异多新语，万物逍遥有浩歌。窃比舞雩吾所志，年年将奈暮春何。

","['忆从石屋访行窝几共云关掩薜萝一见自惭违道远无言更觉饮人和', '六经同异多新语万物逍遥有浩歌窃比舞雩吾所志年年将奈暮春何']","[28, 28]","28,28",2,56,False,
5b9a18cd367d5c0f40d230bf,夜梦亡友何梅士觉而赋此,陈独秀,近代,诗,杂言,"故人一别流水东，我悲朝露齐翁童。理为万劫不复值，胡意梦中忽一蓬。

谈笑颜色一如昨，我亦知尔为鬼雄。自言回航为迹西方之彼美，相援忽堕沧海中。

舟师大呼急相救，已果鱼腹难为功。感君悲念特一致，告以友谊自此终。

我闻尔死死于东京脚气病，警疑欲问词复穷。此时相见不忍别，坐对唯有明双瞳。

促膝犹在东大陆书局之楼上，撒手刹那千界空。

迩今书局已迁徙，我亦长辞故地毋乃与尔同。神州事变日益急，方以病亡为尔惜。

今知拯弱横葬沧海东，男儿壮举何悲泣。况复捐躯从知己，同种同心此爱一。

我惊此梦百感来，灯火不温人语寂。吁嗟呼，众生九道相轮移，动植沙石流转何离奇。

与尔有缘得再随，不知尔为何物，我为何物在何时。

","['故人一别流水东我悲朝露齐翁童理为万劫不复值胡意梦中忽一蓬', '谈笑颜色一如昨我亦知尔为鬼雄自言回航为迹西方之彼美相援忽堕沧海中', '舟师大呼急相救已果鱼腹难为功感君悲念特一致告以友谊自此终', '我闻尔死死于东京脚气病警疑欲问词复穷此时相见不忍别坐对唯有明双瞳', '促膝犹在东大陆书局之楼上撒手刹那千界空', '迩今书局已迁徙我亦长辞故地毋乃与尔同神州事变日益急方以病亡为尔惜', '今知拯弱横葬沧海东男儿壮举何悲泣况复捐躯从知己同种同心此爱一', '我惊此梦百感来灯火不温人语寂吁嗟呼众生九道相轮移动植沙石流转何离奇', '与尔有缘得再随不知尔为何物我为何物在何时']","[28, 32, 28, 32, 19, 32, 30, 33, 20]","28,32,28,32,19,32,30,33,20",9,254,False,
5b9a1bc6367d5c0f40d244b6,太上閤端午帖子 其三,许及之,宋代,诗,杂言,"柈献千年实，杯行九节蒲。至尊亲上寿，家庆列成图。

",['柈献千年实杯行九节蒲至尊亲上寿家庆列成图'],[20],20,1,20,False,
5b9a1b00367d5c0f40d23f87,初归同诸弟夜坐,谢与思,明代,诗,杂言,"拂尘坐来久，轻飏生绤衣。半年几今夕，为客正东归。

露裛竹梢润，萤穿书幌微。但愁城际月，清漏促光辉。

","['拂尘坐来久轻飏生绤衣半年几今夕为客正东归', '露裛竹梢润萤穿书幌微但愁城际月清漏促光辉']","[20, 20]","20,20",2,40,False,
5b9a14a7367d5cab1866891e,夏意,苏舜钦,宋代,诗,杂言,"别院深深夏席清，石榴开遍透帘明。(夏席清 一作：夏簟清)
树阴满地日当午，梦觉流莺时一声。","['别院深深夏席清石榴开遍透帘明夏席清一作夏簟清', '树阴满地日当午梦觉流莺时一声']","[22, 14]","22,14",2,36,False,
5b9a17ed367d5c0f40d22ade,垂钓,白居易,唐代,诗,杂言,"临水一长啸，忽思十年初。三登甲乙第，一入承明庐。 
浮生多变化，外事有盈虚。今来伴江叟，沙头坐钓鱼。","['临水一长啸忽思十年初三登甲乙第一入承明庐', '浮生多变化外事有盈虚今来伴江叟沙头坐钓鱼']","[20, 20]","20,20",2,40,False,
5b9a1b43367d5c0f40d24146,偶有感 其五,杨爵,明代,诗,杂言,"当年祗抱素餐羞，一日疏狂七载囚。安得此时廊庙上，有人聊为我皇忧。

",['当年祗抱素餐羞一日疏狂七载囚安得此时廊庙上有人聊为我皇忧'],[28],28,1,28,False,
5b9a19cf367d5c0f40d2377d,赠林赞虞侍郎,郑孝胥,清代,诗,杂言,"我朝二百年，未尝用闽士。闽人入军机，有之自公始。

公虽负清望，峭直素难比。特擢由圣明，此外更何恃。

孤立固甚危，诡随亦吾耻。愿先收人心，以此立宗旨。

用人与行政，切忌犯不韪。但令识轻重，缓急差可倚。

亦莫太矫激，徐徐布条理。朋党兆已萌，勿使祸再起。

时艰至此极，任重宁足喜。连宵语月下，含意深无底。

惟将忧国涕，珍重付江水。

","['我朝二百年未尝用闽士闽人入军机有之自公始', '公虽负清望峭直素难比特擢由圣明此外更何恃', '孤立固甚危诡随亦吾耻愿先收人心以此立宗旨', '用人与行政切忌犯不韪但令识轻重缓急差可倚', '亦莫太矫激徐徐布条理朋党兆已萌勿使祸再起', '时艰至此极任重宁足喜连宵语月下含意深无底', '惟将忧国涕珍重付江水']","[20, 20, 20, 20, 20, 20, 10]","20,20,20,20,20,20,10",7,130,False,
5b9a1900367d5c0f40d23217,牛车,张湄,清代,诗,杂言,"短靷高箱服两牛，柴车挽运健于舟。五更残月梦初醒，角韵呜呜生客愁。

",['短靷高箱服两牛柴车挽运健于舟五更残月梦初醒角韵呜呜生客愁'],[28],28,1,28,False,
5b9a1a58367d5c0f40d23b1d,忆秦娥（初冬）,赵长卿,宋代,诗,杂言,"寒萧索。征鸿过尽离怀恶。离怀恶。江空天迥，夜寒枫落。 
 有人应误刀头约。情深翻恨郎情薄。郎情薄。梦回长是，半床闲却。","['寒萧索征鸿过尽离怀恶离怀恶江空天迥夜寒枫落', '有人应误刀头约情深翻恨郎情薄郎情薄梦回长是半床闲却']","[21, 25]","21,25",2,46,False,
5b9a1a99367d5c0f40d23cd0,奉题付珠二首 其一,刘克庄,宋代,诗,杂言,"象罔得来还失了，寒斋拾去閟藏之。临行此物犹难忍，不付他人付二儿。

",['象罔得来还失了寒斋拾去閟藏之临行此物犹难忍不付他人付二儿'],[28],28,1,28,False,
5b9a19d0367d5c0f40d23787,答陈舜俞推官惠诗求全瓦古砚,韩琦,宋代,诗,杂言,"邺宫废瓦埋荒草，取之为砚成坚好。求者如麻几百年，宜乎今日难搜讨。

吾邦匠巧世其业，能辨环奇幼而老。随材就器固不遗，大则梁栋细棼橑。

必须完者始称珍，何殊巨海寻三岛。荆人之璧尚有瑕，夏后之璜岂无考。

况乎此物出坏陶，千耕万斸常翻搅。吾今所得不专全，秘若英瑶藉文缫。

君诗苦择未如意，持赠只虞咍绝倒。君不见镇圭尺二瑁四寸，大小虽异皆君宝。

","['邺宫废瓦埋荒草取之为砚成坚好求者如麻几百年宜乎今日难搜讨', '吾邦匠巧世其业能辨环奇幼而老随材就器固不遗大则梁栋细棼橑', '必须完者始称珍何殊巨海寻三岛荆人之璧尚有瑕夏后之璜岂无考', '况乎此物出坏陶千耕万斸常翻搅吾今所得不专全秘若英瑶藉文缫', '君诗苦择未如意持赠只虞咍绝倒君不见镇圭尺二瑁四寸大小虽异皆君宝']","[28, 28, 28, 28, 31]","28,28,28,28,31",5,143,False,
5b9a1a06367d5c0f40d238ef,赠樊夫人诗,裴航,唐代,诗,杂言,"向为胡越犹怀想，况遇天仙隔锦屏。 
 傥若玉京朝会去，愿随鸾鹤入青冥。","['向为胡越犹怀想况遇天仙隔锦屏', '傥若玉京朝会去愿随鸾鹤入青冥']","[14, 14]","14,14",2,28,False,
5b9a1834367d5c0f40d22cbb,冬日归旧山,李白,唐代,诗,杂言,"未洗染尘缨，归来芳草平。一条藤径绿，万点雪峰晴。 
地冷叶先尽，谷寒云不行。嫩篁侵舍密，古树倒江横。 
白犬离村吠，苍苔壁上生。穿厨孤雉过，临屋旧猿鸣。 
木落禽巢在，篱疏兽路成。拂床苍鼠走，倒箧素鱼惊。 
洗砚修良策，敲松拟素贞。此时重一去，去合到三清。","['未洗染尘缨归来芳草平一条藤径绿万点雪峰晴', '地冷叶先尽谷寒云不行嫩篁侵舍密古树倒江横', '白犬离村吠苍苔壁上生穿厨孤雉过临屋旧猿鸣', '木落禽巢在篱疏兽路成拂床苍鼠走倒箧素鱼惊', '洗砚修良策敲松拟素贞此时重一去去合到三清']","[20, 20, 20, 20, 20]","20,20,20,20,20",5,100,False,
5b9a1492367d5cab18668893,台城,韦庄,唐代,诗,杂言,"江雨霏霏江草齐，六朝如梦鸟空啼。 
无情最是台城柳，依旧烟笼十里堤。","['江雨霏霏江草齐六朝如梦鸟空啼', '无情最是台城柳依旧烟笼十里堤']","[14, 14]","14,14",2,28,False,
5b9a18b4367d5c0f40d23014,到梅山次韵弟茝,陈著,宋代,诗,杂言,"相对两衰翁，此心无复童。
幸叨无事坐，贫欠有钱通。
菜粥琴书画，梅花雪月风。
黄尘在门外，劳隐是英雄。","['相对两衰翁此心无复童', '幸叨无事坐贫欠有钱通', '菜粥琴书画梅花雪月风', '黄尘在门外劳隐是英雄']","[10, 10, 10, 10]","10,10,10,10",4,40,False,
5b9a04b1367d5cae5c9bff5b,江城子·密州出猎,苏轼,宋代,诗,杂言,"老夫聊发少年狂，左牵黄，右擎苍，锦帽貂裘，千骑卷平冈。为报倾城随太守，亲射虎，看孙郎。
酒酣胸胆尚开张，鬓微霜，又何妨！持节云中，何日遣冯唐？会挽雕弓如满月，西北望，射天狼。

","['老夫聊发少年狂左牵黄右擎苍锦帽貂裘千骑卷平冈为报倾城随太守亲射虎看孙郎', '酒酣胸胆尚开张鬓微霜又何妨持节云中何日遣冯唐会挽雕弓如满月西北望射天狼']","[35, 35]","35,35",2,70,False,
5b9a1ba1367d5c0f40d243bd,赠萧莲卿女史,许南英,清代,诗,杂言,"旧闻林子语，空谷有婵娟。犹带看花眼，来吟咏絮篇。

赏心能有几？觌面竟无缘！悟得生公法，毋为色相牵。

","['旧闻林子语空谷有婵娟犹带看花眼来吟咏絮篇', '赏心能有几觌面竟无缘悟得生公法毋为色相牵']","[20, 20]","20,20",2,40,False,
5b9a191c367d5c0f40d232cf,杂咏 其二,罗公升,宋代,诗,杂言,"胡羯宁知分，中原欲并驱。设兵生建武，堪与赤眉俱。

",['胡羯宁知分中原欲并驱设兵生建武堪与赤眉俱'],[20],20,1,20,False,
5b9a1a6c367d5c0f40d23ba0,先忠端公祠堂落成王明府蒿伊命广文沈令辰摄二月丁祭 其三,黄宗羲,清代,诗,杂言,"黄竹浦间几劫灰，祠门正对舜江开。土人不识忠魂返，但讶天边雪浪来。

",['黄竹浦间几劫灰祠门正对舜江开土人不识忠魂返但讶天边雪浪来'],[28],28,1,28,False,
5b9a1928367d5c0f40d2331d,云峰雅兴,叶颙,元代,诗,杂言,"高卧碧云岑，清谈翠竹林。疏狂交牧圉，勋业谢冠簪。

江月清吟腑，松风醒醉心。焦桐弦久绝，三弄发奇音。

","['高卧碧云岑清谈翠竹林疏狂交牧圉勋业谢冠簪', '江月清吟腑松风醒醉心焦桐弦久绝三弄发奇音']","[20, 20]","20,20",2,40,False,
5b9a14ac367d5cab18668940,卜居,屈原,先秦,诗,杂言,"　　屈原既放，三年不得复见。竭知尽忠而蔽障于谗。心烦虑乱，不知所从。乃往见太卜郑詹尹曰：“余有所疑，愿因先生决之。”詹尹乃端策拂龟，曰：“君将何以教之？”

　　屈原曰：“吾宁悃悃款款，朴以忠乎，将送往劳来，斯无穷乎？

　　“宁诛锄草茅以力耕乎，将游大人以成名乎？宁正言不讳以危身乎，将从俗富贵以偷生乎？宁超然高举以保真乎，将哫訾栗斯，喔咿儒儿，以事妇人乎？宁廉洁正直以自清乎，将突梯滑稽，如脂如韦，以洁楹乎？

　　“宁昂昂若千里之驹乎，将泛泛若水中之凫，与波上下，偷以全吾躯乎？宁与骐骥亢轭乎，将随驽马之迹乎？宁与黄鹄比翼乎，将与鸡鹜争食乎？

　　“此孰吉孰凶？何去何从？

　　“世溷浊而不清：蝉翼为重，千钧为轻；黄钟毁弃，瓦釜雷鸣；谗人高张，贤士无名。吁嗟默默兮，谁知吾之廉贞！”

　　詹尹乃释策而谢曰：“夫尺有所短，寸有所长；物有所不足，智有所不明；数有所不逮，神有所不通。用君之心，行君之意。龟策诚不能知此事。”

","['屈原既放三年不得复见竭知尽忠而蔽障于谗心烦虑乱不知所从乃往见太卜郑詹尹曰余有所疑愿因先生决之詹尹乃端策拂龟曰君将何以教之', '屈原曰吾宁悃悃款款朴以忠乎将送往劳来斯无穷乎', '宁诛锄草茅以力耕乎将游大人以成名乎宁正言不讳以危身乎将从俗富贵以偷生乎宁超然高举以保真乎将哫訾栗斯喔咿儒儿以事妇人乎宁廉洁正直以自清乎将突梯滑稽如脂如韦以洁楹乎', '宁昂昂若千里之驹乎将泛泛若水中之凫与波上下偷以全吾躯乎宁与骐骥亢轭乎将随驽马之迹乎宁与黄鹄比翼乎将与鸡鹜争食乎', '此孰吉孰凶何去何从', '世溷浊而不清蝉翼为重千钧为轻黄钟毁弃瓦釜雷鸣谗人高张贤士无名吁嗟默默兮谁知吾之廉贞', '詹尹乃释策而谢曰夫尺有所短寸有所长物有所不足智有所不明数有所不逮神有所不通用君之心行君之意龟策诚不能知此事']","[60, 22, 80, 55, 9, 41, 53]","60,22,80,55,9,41,53",7,320,False,
5b9a1bcf367d5c0f40d244ef,五月五日诗,崔巨伦,南北朝,诗,杂言,"五月五日时，天气已大热。狗便呀欲死，牛复吐出舌。

",['五月五日时天气已大热狗便呀欲死牛复吐出舌'],[20],20,1,20,False,
5b9a1990367d5c0f40d235de,恭承宗伯陈秋涛师移惠双桐树子当春深畅生赋诗奉谢,黎遂球,明代,诗,杂言,"惭愧劳薪入爨声，长安犹问破琴名。新栖又长双桐子，珍重南枝慰月明。

",['惭愧劳薪入爨声长安犹问破琴名新栖又长双桐子珍重南枝慰月明'],[28],28,1,28,False,
5b9a1bcc367d5c0f40d244dd,题画,胡俨,明代,诗,杂言,"米老画图真绝俗，后来房山继其躅。意匠经营入渺茫，一见令人豁心目。

秖今此图作者谁，笔意髣髴房山为。层峦日出翠将敛，深谷雨过云生迟。

流泉涓涓落浅滩，茆堂六月清风寒。绿阴满户不收暑，上有好鸟鸣闲关。

读书长年不知老，白首为儒空潦倒。下帷独坐懒窥园，落花只遣苍头扫。

瓮中酒熟今朝开，故人有约应须来，无令行径生青苔。

有酒可斟书可读，于人不求贫亦足。

","['米老画图真绝俗后来房山继其躅意匠经营入渺茫一见令人豁心目', '秖今此图作者谁笔意髣髴房山为层峦日出翠将敛深谷雨过云生迟', '流泉涓涓落浅滩茆堂六月清风寒绿阴满户不收暑上有好鸟鸣闲关', '读书长年不知老白首为儒空潦倒下帷独坐懒窥园落花只遣苍头扫', '瓮中酒熟今朝开故人有约应须来无令行径生青苔', '有酒可斟书可读于人不求贫亦足']","[28, 28, 28, 28, 21, 14]","28,28,28,28,21,14",6,147,False,
5b9a1886367d5c0f40d22edb,约圆机不至将出游鸡头山作二绝句,晁说之,宋代,诗,杂言,"君知我亦有柴关，我岂输君独自闲。
把笔何人凤尾诺，杖藜望我鸡头山。","['君知我亦有柴关我岂输君独自闲', '把笔何人凤尾诺杖藜望我鸡头山']","[14, 14]","14,14",2,28,False,
5b9a1c30367d5c0f40d2477c,后秋兴八首辛丑二月初四日，夜宴述古堂，酒罢而作 其七,钱谦益,明代,诗,杂言,"旄头摧灭岂人功，太白新占应月中。扫荡沈灰元夕火，吹残朔所早春风。

揭空铙鼓催花白，搅海鱼龙避酒红。从此撑犁辞别号，也应飞盏贺天翁。

","['旄头摧灭岂人功太白新占应月中扫荡沈灰元夕火吹残朔所早春风', '揭空铙鼓催花白搅海鱼龙避酒红从此撑犁辞别号也应飞盏贺天翁']","[28, 28]","28,28",2,56,False,
5b9a14a0367d5cab186688f2,石钟山记,苏轼,宋代,诗,杂言,"　　《水经》云：“彭蠡之口有石钟山焉。”郦元以为下临深潭，微风鼓浪，水石相搏，声如洪钟。是说也，人常疑之。今以钟磬置水中，虽大风浪不能鸣也，而况石乎！至唐李渤始访其遗踪，得双石于潭上，扣而聆之，南声函胡，北音清越，桴止响腾，余韵徐歇。自以为得之矣。然是说也，余尤疑之。石之铿然有声者，所在皆是也，而此独以钟名，何哉？

　　元丰七年六月丁丑，余自齐安舟行适临汝，而长子迈将赴饶之德兴尉，送之至湖口，因得观所谓石钟者。寺僧使小童持斧，于乱石间择其一二扣之，硿硿焉。余固笑而不信也。至莫夜月明，独与迈乘小舟，至绝壁下。大石侧立千尺，如猛兽奇鬼，森然欲搏人；而山上栖鹘，闻人声亦惊起，磔磔云霄间；又有若老人咳且笑于山谷中者，或曰此鹳鹤也。余方心动欲还，而大声发于水上，噌吰如钟鼓不绝。舟人大恐。徐而察之，则山下皆石穴罅，不知其浅深，微波入焉，涵淡澎湃而为此也。舟回至两山间，将入港口，有大石当中流，可坐百人，空中而多窍，与风水相吞吐，有窾坎镗鞳之声，与向之噌吰者相应，如乐作焉。因笑谓迈曰：“汝识之乎？噌吰者，周景王之无射也；窾坎镗鞳者，魏庄子之歌钟也。古之人不余欺也！”

　　事不目见耳闻，而臆断其有无，可乎？郦元之所见闻，殆与余同，而言之不详；士大夫终不肯以小舟夜泊绝壁之下，故莫能知；而渔工水师虽知而不能言。此世所以不传也。而陋者乃以斧斤考击而求之，自以为得其实。余是以记之，盖叹郦元之简，而笑李渤之陋也。

","['水经云彭蠡之口有石钟山焉郦元以为下临深潭微风鼓浪水石相搏声如洪钟是说也人常疑之今以钟磬置水中虽大风浪不能鸣也而况石乎至唐李渤始访其遗踪得双石于潭上扣而聆之南声函胡北音清越桴止响腾余韵徐歇自以为得之矣然是说也余尤疑之石之铿然有声者所在皆是也而此独以钟名何哉', '元丰七年六月丁丑余自齐安舟行适临汝而长子迈将赴饶之德兴尉送之至湖口因得观所谓石钟者寺僧使小童持斧于乱石间择其一二扣之硿硿焉余固笑而不信也至莫夜月明独与迈乘小舟至绝壁下大石侧立千尺如猛兽奇鬼森然欲搏人而山上栖鹘闻人声亦惊起磔磔云霄间又有若老人咳且笑于山谷中者或曰此鹳鹤也余方心动欲还而大声发于水上噌吰如钟鼓不绝舟人大恐徐而察之则山下皆石穴罅不知其浅深微波入焉涵淡澎湃而为此也舟回至两山间将入港口有大石当中流可坐百人空中而多窍与风水相吞吐有窾坎镗鞳之声与向之噌吰者相应如乐作焉因笑谓迈曰汝识之乎噌吰者周景王之无射也窾坎镗鞳者魏庄子之歌钟也古之人不余欺也', '事不目见耳闻而臆断其有无可乎郦元之所见闻殆与余同而言之不详士大夫终不肯以小舟夜泊绝壁之下故莫能知而渔工水师虽知而不能言此世所以不传也而陋者乃以斧斤考击而求之自以为得其实余是以记之盖叹郦元之简而笑李渤之陋也']","[127, 274, 102]","127,274,102",3,503,False,
5b9a1a84367d5c0f40d23c43,萤,刘敞,宋代,诗,杂言,"翩翩岂自知，历历眩群飞。故作穿疏牖，时来鉴薄帷。

助明清夜永，除害一身微。秋草隋宫路，茫茫旧赏非。

","['翩翩岂自知历历眩群飞故作穿疏牖时来鉴薄帷', '助明清夜永除害一身微秋草隋宫路茫茫旧赏非']","[20, 20]","20,20",2,40,False,
5b9a17d5367d5c0f40d22a40,富春至严陵山水甚佳,纪昀,清代,诗,杂言,"浓似春云淡似烟，参差绿到大江边。
斜阳流水推篷坐，翠色随人欲上船。","['浓似春云淡似烟参差绿到大江边', '斜阳流水推篷坐翠色随人欲上船']","[14, 14]","14,14",2,28,False,
5b9a17f3367d5c0f40d22b0c,守岁,苏轼,宋代,诗,杂言,"欲知垂尽岁，有似赴壑蛇。
修鳞半已没，去意谁能遮。
况欲系其尾，虽勤知奈何。
儿童强不睡，相守夜欢哗。
晨鸡且勿唱，更鼓畏添挝。
坐久灯烬落，起看北斗斜。
明年岂无年，心事恐蹉跎。
努力尽今夕，少年犹可夸。","['欲知垂尽岁有似赴壑蛇', '修鳞半已没去意谁能遮', '况欲系其尾虽勤知奈何', '儿童强不睡相守夜欢哗', '晨鸡且勿唱更鼓畏添挝', '坐久灯烬落起看北斗斜', '明年岂无年心事恐蹉跎', '努力尽今夕少年犹可夸']","[10, 10, 10, 10, 10, 10, 10, 10]","10,10,10,10,10,10,10,10",8,80,False,
5b9a1c04367d5c0f40d2465b,钗头凤 冬闺,吴绮,清代,诗,杂言,"灯花滴。炉香熄。屏风静掩遥山碧。箫谁弄。衾长空。

五更帘幕，月和霜重。冻。冻。冻。

闲寻觅。无消息。泪痕冰惹红绵湿。愁难送。情还种。

巫云昨夜，同骑双凤。梦。梦。梦。

","['灯花滴炉香熄屏风静掩遥山碧箫谁弄衾长空', '五更帘幕月和霜重冻冻冻', '闲寻觅无消息泪痕冰惹红绵湿愁难送情还种', '巫云昨夜同骑双凤梦梦梦']","[19, 11, 19, 11]","19,11,19,11",4,60,False,
5b9a1a1f367d5c0f40d23999,送王季山赴龙溪,朱熹,宋代,诗,杂言,"故人千石令，便道此之官。契阔三秋永，逢迎一笑欢。

田园知不远，谣俗问非难。已想躬玄默，鸣弦亦罢弹。

","['故人千石令便道此之官契阔三秋永逢迎一笑欢', '田园知不远谣俗问非难已想躬玄默鸣弦亦罢弹']","[20, 20]","20,20",2,40,False,
5b9a17fb367d5c0f40d22b3a,致酒行,李贺,唐代,诗,杂言,"零落栖迟一杯酒，主人奉觞客长寿。
主父西游困不归，家人折断门前柳。
吾闻马周昔作新丰客，天荒地老无人识。
空将笺上两行书，直犯龙颜请恩泽。
我有迷魂招不得，雄鸡一声天下白。
少年心事当拿云，谁念幽寒坐呜呃。(拿云 一作：拂云 / 擎云)","['零落栖迟一杯酒主人奉觞客长寿', '主父西游困不归家人折断门前柳', '吾闻马周昔作新丰客天荒地老无人识', '空将笺上两行书直犯龙颜请恩泽', '我有迷魂招不得雄鸡一声天下白', '少年心事当拿云谁念幽寒坐呜呃拿云一作拂云擎云']","[14, 14, 16, 14, 14, 22]","14,14,16,14,14,22",6,94,False,
5b9a1c2e367d5c0f40d24770,白帝城晚眺,史谨,明代,诗,杂言,"城郭荒凉秋气深，江山如画一登临。中原自有刘文叔，应笑公孙错用心。

",['城郭荒凉秋气深江山如画一登临中原自有刘文叔应笑公孙错用心'],[28],28,1,28,False,
5b9a1a0f367d5c0f40d23933,句 其三,吕惠卿,宋代,诗,杂言,"虚心清暑殿，预戒一阴生。

",['虚心清暑殿预戒一阴生'],[10],10,1,10,False,
5b9a1477367d5cab186687dd,稚子弄冰,杨万里,宋代,诗,杂言,"稚子金盆脱晓冰，彩丝穿取当银铮。(银铮 一作：银钲)
敲成玉磬穿林响，忽作玻璃碎地声。(玻璃 一作：玻瓈)","['稚子金盆脱晓冰彩丝穿取当银铮银铮一作银钲', '敲成玉磬穿林响忽作玻璃碎地声玻璃一作玻瓈']","[20, 20]","20,20",2,40,False,
5b9a1a0c367d5c0f40d2391d,赠吴子野道人,苏辙,宋代,诗,杂言,"食无酒肉腹亦饱，室无妻妾身自好。
世间深重未肯回，达士清虚辄先了。
眼看鸿鹄薄云汉，长笑驽骀安栈皂。
腹中夜气何郁郁，海底朝阳常杲杲。
一廛不顾旧山深，万里来看故人老。
空车独载王阳橐，远游屡食安期枣。
东州相逢真邂逅，南国思归又惊矫。
道成若见王方平，背疗莫念麻姑爪。","['食无酒肉腹亦饱室无妻妾身自好', '世间深重未肯回达士清虚辄先了', '眼看鸿鹄薄云汉长笑驽骀安栈皂', '腹中夜气何郁郁海底朝阳常杲杲', '一廛不顾旧山深万里来看故人老', '空车独载王阳橐远游屡食安期枣', '东州相逢真邂逅南国思归又惊矫', '道成若见王方平背疗莫念麻姑爪']","[14, 14, 14, 14, 14, 14, 14, 14]","14,14,14,14,14,14,14,14",8,112,False,
5b9a1bae367d5c0f40d24410,临江仙 其一,刘辰翁,宋代,诗,杂言,"睡过花阴一丈，愁深酒力千钟。梦魂不得似游蜂。

瓶花无密约，到处自神通。

天上西湖似锦，人间骄马如龙。今年不与去年同。

飘零终不恨，难与故人逢。

","['睡过花阴一丈愁深酒力千钟梦魂不得似游蜂', '瓶花无密约到处自神通', '天上西湖似锦人间骄马如龙今年不与去年同', '飘零终不恨难与故人逢']","[19, 10, 19, 10]","19,10,19,10",4,58,False,
5b9a1bbb367d5c0f40d2446f,舍陆就汀舟喜见家乡在即三首 其三,郭之奇,明代,诗,杂言,"青山频过不知名，但忆乡关此地迎。昨夜归魂先识路，秋风吹向绿榕城。

",['青山频过不知名但忆乡关此地迎昨夜归魂先识路秋风吹向绿榕城'],[28],28,1,28,False,
5b9a185d367d5c0f40d22dd2,喜春来·泰定三年丙寅岁除夜玉山舟中赋,张雨,元代,诗,杂言,"江梅的的依茅舍，石漱溅溅漱玉沙。
瓦瓯篷底送年华。问暮鸦：何处阿戎家？","['江梅的的依茅舍石漱溅溅漱玉沙', '瓦瓯篷底送年华问暮鸦何处阿戎家']","[14, 15]","14,15",2,29,False,
