author,paragraphs,title,id,dynasty,genre,tags,notes,rhythmic,prologue,content
周必大,"世抱忠精節，心睎社稷臣。
拖紳遺奏日，馳驛挾醫辰。
讜論留丹扆，清班閟紫宸。
史魚屍諫後，聖代不無人。",刘共甫枢密挽词三首 其二,538a03b8-3690-4f30-a637-d4a547fc1fbc,宋代,诗,,,,,"世抱忠精节,心睎社稷臣. 拖绅遗奏日,驰驿挟医辰. 谠论留丹扆,清班閟紫宸. 史鱼尸谏后,圣代不无人."
陳著,"我徂東山，以敖以遊。
彼采葛兮，謂我何求。","寿马裕斋观文 东山,二章,章四句. 其一",87276ad6-f58a-4f40-88b9-e1e782c7af44,宋代,诗,,,,,"我徂东山,以敖以游. 彼采葛兮,谓我何求."
陸游,"衰髮不勝簮，馳驅豈復堪。
客魂迷劍外，歸思滿天南。
江路灘聲壮，雲停雪意酣。
空懷小叢碧，細酌破吴柑。",郫县道中思故里,23c06999-38be-4a3a-8187-5b17e992fc3b,宋代,诗,,,,,"衰发不胜簮,驰驱岂复堪. 客魂迷剑外,归思满天南. 江路滩声壮,云停雪意酣. 空怀小丛碧,细酌破吴柑."
方回,"讀書不見理，作詩欲求名。
定非百世士，苟且誑此生。
蹇予脫萬死，老氣空崢嶸。
莫年識見進，深夜精神清。
一燈何可暗，鼠輩將肆行。
不惜三披衣，續膏挑復明。",夜思,7c37dd5e-9762-40db-8ab6-b1deac2b1bc2,宋代,诗,,,,,"读书不见理,作诗欲求名. 定非百世士,苟且诳此生. 蹇予脱万死,老气空峥嵘. 莫年识见进,深夜精神清. 一灯何可暗,鼠辈将肆行. 不惜三披衣,续膏挑复明."
高斯得,"苕濱衰白一羈人，五玷皇華遣使臣。
已自無恩及南楚，那能有福散東閩。
預憂刺史聲名減，不稱君侯佳句新。
踏徧山川成底事，徒令沮溺笑知津。",庸斋再赋予亦再和,49b0602c-2661-490e-a689-069d3ed359e8,宋代,诗,,,,,"苕滨衰白一羁人,五玷皇华遣使臣. 已自无恩及南楚,那能有福散东闽. 预忧刺史声名减,不称君侯佳句新. 踏徧山川成底事,徒令沮溺笑知津."
楊傑,"鐡鑑埋重泉，知經幾寒暑。
山翁築春田，得之南澗滸。
磨刮追光輝，雲卷秋蟾吐。
斂袵正面視，歷落露心府。
壞垣試一照，陰靈吼風雨。
我欲匣此鑑，西上獻人主。
不願鑑其鑑，願君鑑於古。
桀紂不鑑古，基業傾湯禹。
幽厲不鑑古，綱紀頽文武。
吾皇寶其鑑，清風塞寰宇。",古鉴谣,112cad22-5d18-4a2f-aabb-139696e1d70f,宋代,诗,,,,,"鐡鉴埋重泉,知经几寒暑. 山翁筑春田,得之南涧浒. 磨刮追光辉,云卷秋蟾吐. 敛袵正面视,历落露心府. 坏垣试一照,阴灵吼风雨. 我欲匣此鉴,西上献人主. 不愿鉴其鉴,愿君鉴于古. 桀纣不鉴古,基业倾汤禹. 幽厉不鉴古,纲纪颓文武. 吾皇宝其鉴,清风塞寰宇."
張舜民,"樓上康廬紫翠環，檻前湓浦轉清灣。
帆開三楚蒼茫外，路入雙林窅靄間。",句 其三,eaecbc2c-733a-4b0a-a3c3-27613053810d,宋代,诗,,,,,"楼上康庐紫翠环,槛前湓浦转清湾. 帆开三楚苍茫外,路入双林窅霭间."
王十朋,"中秋翫月小蓬萊，風送嬋娟入座來。
樽俎論文清有味，湖山照眼凈無埃。
雲生脚底蛟龍卧，影落人間鼓角催。
把酒問天兼問月，何時此夜更銜盃。",中秋赏月蓬莱阁呈同官,09616c3a-8aa9-4368-8b4f-b593cbb78782,宋代,诗,,,,,"中秋玩月小蓬莱,风送婵娟入座来. 樽俎论文清有味,湖山照眼净无埃. 云生脚底蛟龙卧,影落人间鼓角催. 把酒问天兼问月,何时此夜更衔杯."
李光,"長堤楊柳映門垂，南北行人認酒旗。
坐上飲流須強醉，休將河水較醇醨。",陈渭老今夕开阁诚为盛事戏成二小诗以侑坐客 其二,9fad7912-db1c-4d0f-8d58-f85b1b09861e,宋代,诗,,,,,"长堤杨柳映门垂,南北行人认酒旗. 坐上饮流须强醉,休将河水较醇醨."
陸文圭,"客至從容奉笑談，晚知蔗境味尤甘。
曲江進士題名遍，安用山人起水南。",舟中追和逊卿早春即事十首 其七,091a3e4f-bffe-4f16-b75e-aabf936f7483,宋代,诗,,,,,"客至从容奉笑谈,晚知蔗境味尤甘. 曲江进士题名遍,安用山人起水南."
楊琛,"蒼蒼終日鎖春愁，欲去迴翔更少留。
傳說王家飼燕女，今朝珠報始知由。",黄燕山,a6b92a2c-e09f-4633-a570-fc405c14aed7,宋代,诗,,,,,"苍苍终日锁春愁,欲去回翔更少留. 传说王家饲燕女,今朝珠报始知由."
梅堯臣,"高樹繞吾廬，薄暮煙氣重。
將棲立傍巢，已振窺落氄。
有來同枿枝，亦各不偎擁。
颼颼陰風寒，夜雪豈無恐。",冻禽,e27992a6-bf32-41d7-8045-5e0d7ee12316,宋代,诗,,,,,"高树绕吾庐,薄暮烟气重. 将栖立傍巢,已振窥落氄. 有来同枿枝,亦各不偎拥. 飕飕阴风寒,夜雪岂无恐."
廖行之,"疇昔雲天一覩披，十年徒有夢追隨。
擔簦已負異時志，仰斗今餘後學師。
夜壑舟亡人孰秘，少微名在世空悲。
嗟嗟莫致徐芻奠，掩袂傷心隕淚洟。",挽黄承事三首 其三,ee8045c8-7c9c-4201-ba4a-5f058fe8e09f,宋代,诗,,,,,"畴昔云天一覩披,十年徒有梦追随. 担簦已负异时志,仰斗今余后学师. 夜壑舟亡人孰秘,少微名在世空悲. 嗟嗟莫致徐刍奠,掩袂伤心陨泪洟."
劉克莊,"獲處從西鄙，胡然瑞物臻。
子因書曰狩，世始識爲麟。
出匪於中國，來常以聖人。
皆云麕且角，誰辨獸而仁。
已嘆吾無位，于嗟汝不辰。
茂陵好奇怪，得者惜非真。",竹溪直院盛称起予草堂诗之善暇日览之多有可恨者因效颦作十首亦前人广骚反骚之意内二十九首用旧题惟岁寒知松柏被褐怀珠玉三首效山谷余十八首别命题或追录少作并存于卷以训童蒙之意 西狩获麟,f6468b76-877e-4f70-b3e7-58690a5093ee,宋代,诗,,,,,"获处从西鄙,胡然瑞物臻. 子因书曰狩,世始识为麟. 出匪于中国,来常以圣人. 皆云麕且角,谁辨兽而仁. 已叹吾无位,于嗟汝不辰. 茂陵好奇怪,得者惜非真."
范成大,"海上三山冠綵霞，六時高會雨天花。
步虛聲裏隨風下，吹落尋常百姓家。",明日子充折赠次韵谢之,94b56b91-fcb3-47f2-9ae8-97edc9aa3e66,宋代,诗,,,,,"海上三山冠彩霞,六时高会雨天花. 步虚声里随风下,吹落寻常百姓家."
何基,"閉關方喜得幽棲，何用邦侯更品題。
自分終身守環堵，不將一步出盤溪。",缴回太守赵庸斋照牒,16dcadd8-1377-4c19-b298-045e7661f214,宋代,诗,,,,,"闭关方喜得幽栖,何用邦侯更品题. 自分终身守环堵,不将一步出盘溪."
