author,paragraphs,title,id,dynasty,genre,tags,notes,rhythmic,prologue,content
无名氏,"雪霏冰结霜凝，是谁透得春工意。
南枝向暖，江边岭上，独先众卉。
闲态幽姿，绿窗红蒂，粉英金蕊。
念冰肤秀骨，人间要见，除非是、真仙子。
羌管且休横吹。
待佳人、新妆初试。
鸾台晓鉴，人花相对，何须更比。
疏影横斜，暗香浮动，月低风细。
又岂知，渐结枝头翠玉，有和羹美。",鼓笛慢・水龙吟,,宋代,词,,,鼓笛慢・水龙吟,,"雪霏冰结霜凝,是谁透得春工意. 南枝向暖,江边岭上,独先众卉. 闲态幽姿,绿窗红蒂,粉英金蕊. 念冰肤秀骨,人间要见,除非是、真仙子. 羌管且休横吹. 待佳人、新妆初试. 鸾台晓鉴,人花相对,何须更比. 疏影横斜,暗香浮动,月低风细. 又岂知,渐结枝头翠玉,有和羹美."
苏轼,"千古风流阮步兵。
平生游宦爱东平。
千里远来还不住。
归去。
空留风韵照人清。
红粉尊前深懊恼。
休道。
怎生留得许多情。
记得明年花絮乱。
须看。
泛西湖是断肠声。",定风波,,宋代,词,['西湖'],,定风波,,千古风流阮步兵. 平生游宦爱东平. 千里远来还不住. 归去. 空留风韵照人清. 红粉尊前深懊恼. 休道. 怎生留得许多情. 记得明年花絮乱. 须看. 泛西湖是断肠声.
张炎,"几年槐市槐花冷，天风又还吹起。
故箧重寻，闲书再整，犹记灯窗滋味。
浑如梦里。
见说道如今，早催行李。
快买扁舟，第一桥边趁流水。
阳关须是醉酒，柳条休要折，争似攀桂。
旧有家声，荣看世美，方了平生英气。
琼林宴喜。
带雪絮归来，满庭春意。
事业方新，大鹏九万里。",台城路・齐天乐,,宋代,词,,,台城路・齐天乐,,"几年槐市槐花冷,天风又还吹起. 故箧重寻,闲书再整,犹记灯窗滋味. 浑如梦里. 见说道如今,早催行李. 快买扁舟,第一桥边趁流水. 阳关须是醉酒,柳条休要折,争似攀桂. 旧有家声,荣看世美,方了平生英气. 琼林宴喜. 带雪絮归来,满庭春意. 事业方新,大鹏九万里."
贺铸,"天与多情不自由。
占风流。
云闲草远絮悠悠。
唤春愁。
试作小妆窥晚镜，淡蛾羞。
夕阳独倚水边楼。
认归舟。",唤春愁・添声杨柳枝,,宋代,词,,,唤春愁・添声杨柳枝,,"天与多情不自由. 占风流. 云闲草远絮悠悠. 唤春愁. 试作小妆窥晚镜,淡蛾羞. 夕阳独倚水边楼. 认归舟."
王沂孙,"妾似春蚕抽缕。
君似筝弦移柱。
无语结同心，满地落花飞絮。
归去。
归去。
遥指乱云遮处。",如梦令,,宋代,词,,,如梦令,,"妾似春蚕抽缕. 君似筝弦移柱. 无语结同心,满地落花飞絮. 归去. 归去. 遥指乱云遮处."
辛弃疾,"身后功名，古来不换生前醉。
青鞋自喜。
不踏长安市。
竹外僧归，路指霜锺寺。
孤鸿起。
丹青手里。
剪破松江水。",点绛唇,,宋代,词,,,点绛唇,,"身后功名,古来不换生前醉. 青鞋自喜. 不踏长安市. 竹外僧归,路指霜锺寺. 孤鸿起. 丹青手里. 剪破松江水."
曾觌,"天语丁宁对未央。
少摅素志向荆襄。
烜赫家声今不坠。
英伟。
风姿飒爽紫髯郎。
别酒一杯君莫阻。
烛前粉艳俨成行。
领略大堤花好处。
无绪。
也应回首水云乡。",定风波,,宋代,词,,,定风波,,天语丁宁对未央. 少摅素志向荆襄. 烜赫家声今不坠. 英伟. 风姿飒爽紫髯郎. 别酒一杯君莫阻. 烛前粉艳俨成行. 领略大堤花好处. 无绪. 也应回首水云乡.
吴文英,"曲尘犹沁伤心水，歌蝉暗惊春换。
露藻清啼，烟萝澹碧，先结湖山秋怨。
波帘翠卷。
叹霞薄轻绡，泛人重见。
傍柳追凉，暂疏怀袖负纨扇。
南花清斗素靥，画船应不载，坡静诗卷。
泛酒芳筒，题名蠹壁，重集湘鸿江燕。
平芜未翦。
怕一夕西风，镜心红变。
望极愁生，暮天菱唱远。",齐天乐,,宋代,词,,,齐天乐,,"曲尘犹沁伤心水,歌蝉暗惊春换. 露藻清啼,烟萝澹碧,先结湖山秋怨. 波帘翠卷. 叹霞薄轻绡,泛人重见. 傍柳追凉,暂疏怀袖负纨扇. 南花清斗素靥,画船应不载,坡静诗卷. 泛酒芳筒,题名蠹壁,重集湘鸿江燕. 平芜未翦. 怕一夕西风,镜心红变. 望极愁生,暮天菱唱远."
陈瓘,"体上衣裳云作缕。
不论寒暑。
世间多少老婆禅，犹苦问、台山路。
堪笑庞翁无趣。
临行却住。
古人公案不须论，还了得、如今否。",一落索,,宋代,词,,,一落索,,"体上衣裳云作缕. 不论寒暑. 世间多少老婆禅,犹苦问、台山路. 堪笑庞翁无趣. 临行却住. 古人公案不须论,还了得、如今否."
吴潜,"一笑相携，且休管、兔升乌坠。
那更是，可人宾客，未饶崔李。
金叵罗中醽醁莹，玉玲珑畔歌珠缀。
望湖光、一片浸韶光，真双美。
云絮襞，能纤细。
云彩聚，能黏腻。
料出山归岫，等闲间尔。
碧沚风流人去后，石窗景物春深里。
算邯郸、客梦几惊残，炊犹未。",满江红,,宋代,词,,,满江红,,"一笑相携,且休管、兔升乌坠. 那更是,可人宾客,未饶崔李. 金叵罗中醽醁莹,玉玲珑畔歌珠缀. 望湖光、一片浸韶光,真双美. 云絮襞,能纤细. 云彩聚,能黏腻. 料出山归岫,等闲间尔. 碧沚风流人去后,石窗景物春深里. 算邯郸、客梦几惊残,炊犹未."
叶梦得,"前村夜半。
每为江梅肠欲断。
浅紫深红。
谁信漫天雪里逢。
醉头扶起。
宿酒阑干犹困倚。
便莫催残。
明日东风为扫看。",减字木兰花,,宋代,词,,,减字木兰花,,前村夜半. 每为江梅肠欲断. 浅紫深红. 谁信漫天雪里逢. 醉头扶起. 宿酒阑干犹困倚. 便莫催残. 明日东风为扫看.
朱敦儒,"翦胜迎春后，和风入律频催。
前回下叶飞霜处，红绽一枝梅。
正遇时调玉烛，须添酒满金杯。
寻芳伴侣休闲过，排日有花开。",乌夜啼,,宋代,词,,,乌夜啼,,"翦胜迎春后,和风入律频催. 前回下叶飞霜处,红绽一枝梅. 正遇时调玉烛,须添酒满金杯. 寻芳伴侣休闲过,排日有花开."
赵长卿,"新晴水暖藕花红。
烘人暑意晚来浓。
共携纤手桥东路，杨柳青青一径风。
深翠里，艳香中。
双莺初下蕊珠宫。
月笼粉面三更露，凉透萧萧一梦中。",鹧鸪天,,宋代,词,,,鹧鸪天,,"新晴水暖藕花红. 烘人暑意晚来浓. 共携纤手桥东路,杨柳青青一径风. 深翠里,艳香中. 双莺初下蕊珠宫. 月笼粉面三更露,凉透萧萧一梦中."
方千里,"倾国名妹，似晕雪匀酥，无限娇艳。
素质闲姿，天赋淡蛾丰脸。
还是睡起慵妆。
顾鬓影、翠云零乱。
怅平生、把鉴惊换。
依约琐窗逢见。
绣帏凝想鸳鸯荐。
画屏烘、兽烟葱蒨。
依红傍粉怜香玉，聊慰风流眼。
空叹倦客断肠，奈听彻、残更急点。
仗梦魂一到，花月底、休飘散。",玲珑四犯,,宋代,词,,,玲珑四犯,,"倾国名妹,似晕雪匀酥,无限娇艳. 素质闲姿,天赋淡蛾丰脸. 还是睡起慵妆. 顾鬓影、翠云零乱. 怅平生、把鉴惊换. 依约琐窗逢见. 绣帏凝想鸳鸯荐. 画屏烘、兽烟葱蒨. 依红傍粉怜香玉,聊慰风流眼. 空叹倦客断肠,奈听彻、残更急点. 仗梦魂一到,花月底、休飘散."
韩淲,"风软湖光远荡磨。
春衫初试薄香罗。
踏青无计奈君何。
莫笑老来多岁月，肯教闲去少诗歌。
长安陌上有铜驼。",浣溪沙,,宋代,词,,,浣溪沙,,"风软湖光远荡磨. 春衫初试薄香罗. 踏青无计奈君何. 莫笑老来多岁月,肯教闲去少诗歌. 长安陌上有铜驼."
刘埙,"津亭折柳，正秋光如画。
绕路黄花拥朝马。
叹市槐景淡，池藻波寒，分明是、三载春风难舍。
军峰天际碧，云隔空同，无奈相思月明夜。
薇药早催人，应占先春，休如我、醉卧水边林下。
待来岁、今时庆除书，绣锦映宫花，玉京随驾。",洞仙歌,,宋代,词,,,洞仙歌,,"津亭折柳,正秋光如画. 绕路黄花拥朝马. 叹市槐景淡,池藻波寒,分明是、三载春风难舍. 军峰天际碧,云隔空同,无奈相思月明夜. 薇药早催人,应占先春,休如我、醉卧水边林下. 待来岁、今时庆除书,绣锦映宫花,玉京随驾."
吳處厚,"是身如泡幻，盡非真實相。
况茲紙上影，妄外更生妄。
到岸不須船，無風休起浪。
唯當清靜觀，妙法了無象。",偈一首,f0c78b77-b612-45c0-97d5-db205e588f3f,宋代,诗,,,,,"是身如泡幻,尽非真实相. 况兹纸上影,妄外更生妄. 到岸不须船,无风休起浪. 唯当清静观,妙法了无象."
趙蕃,"楊柳迎霜敗，枇杷隔歲花。
柴桑今學隠，杜曲舊爲家。
北訊時聞鴈，南烹久厭蛙。
歸津隔吳越，隨地且桑麻。",冬日杂兴 其八,18319292-b130-4011-82af-23fa566565fd,宋代,诗,,,,,"杨柳迎霜败,枇杷隔岁花. 柴桑今学隠,杜曲旧为家. 北讯时闻鴈,南烹久厌蛙. 归津隔吴越,随地且桑麻."
韓駒,"公車八千言，自獻十二旒。
落筆中書罷，石渠並英游。
方欣洛陽遇，已慨周南留。
明堂多楩柟，詎須汝薪槱。
三年望龍斷，艱難身百憂。
鬢髪五分白，更落天南陬。",出宰分宁别旧同舍五首 其一,d5224fe4-2f13-4b11-ad7a-856871bb9995,宋代,诗,,,,,"公车八千言,自献十二旒. 落笔中书罢,石渠并英游. 方欣洛阳遇,已慨周南留. 明堂多楩柟,讵须汝薪槱. 三年望龙断,艰难身百忧. 鬓髪五分白,更落天南陬."
舒亶,氣味賢中好。,句 其一○,4f36abac-c30e-4a02-8d65-3e0aa70c0d2a,宋代,诗,,,,,气味贤中好.
項安世,"髯滕筆力萬鈞强，少日詩聲遠擅場。
身著青衫頭半白，腰懸銅印綬仍黄。
魚來俞市鮮無數，酒滿龍淵樂詎央。
若許爲氓仁政裏，一廛烟水受漁郎。",次韵送新潜江滕令 其一,63336c74-a54d-4331-b8e9-7b61d44dace7,宋代,诗,,,,,"髯滕笔力万钧强,少日诗声远擅场. 身著青衫头半白,腰悬铜印绶仍黄. 鱼来俞市鲜无数,酒满龙渊乐讵央. 若许为氓仁政里,一廛烟水受渔郎."
李洪,"世事悠悠豈盡，人生汲汲多端。
陶令欲歌歸去，貢公何事彈冠。",戏题 其一,9aba2569-af0f-4e63-81a3-dde9fd82a71b,宋代,诗,,,,,"世事悠悠岂尽,人生汲汲多端. 陶令欲歌归去,贡公何事弹冠."
林希逸,"中朝人物久無儔，何不容渠侍璪旒。
直疏勇干丹鳳闕，敕書去管鰐魚州。
名高北斗知相敵，吏問南宮莫苦留。
召節鼎來宜略住，郡貧民病待公瘳。",送方潮州,669762a5-d740-443b-8bec-6a41bea796a5,宋代,诗,,,,,"中朝人物久无俦,何不容渠侍璪旒. 直疏勇干丹凤阙,敕书去管鳄鱼州. 名高北斗知相敌,吏问南宫莫苦留. 召节鼎来宜略住,郡贫民病待公瘳."
張耒,"淮南苦寒不可度，積雪連山風倒樹。
長淮凍絕魚龍愁，哀鴻傍人飛不去。
雪中寒日無暖光，六龍瑟縮不肯驤。
老憊孤舟且復止，堅冰三尺厚於牆。",苦寒行二首 其一,6d35e292-02dd-42c5-85c9-cc49ccad0316,宋代,诗,,,,,"淮南苦寒不可度,积雪连山风倒树. 长淮冻绝鱼龙愁,哀鸿傍人飞不去. 雪中寒日无暖光,六龙瑟缩不肯骧. 老惫孤舟且复止,坚冰三尺厚于墙."
蘇轍,"東坡自作蒼蒼石，留取長松待伯時。
只有兩人嫌未足，更收前世杜陵詩。",子瞻与李公麟宣德共画翠石古木老僧谓之憩寂图题其后,d1fe252b-6c2f-41bd-bddf-33b5c7606fa7,宋代,诗,,,,,"东坡自作苍苍石,留取长松待伯时. 只有两人嫌未足,更收前世杜陵诗."
洪炎,"徑轉橋橫水，林深寺據山。
鐘魚告闃寂，松竹媚孱顔。
避地欣有託，依僧成暫閒。
東歸路不隔，片片隴雲還。",己酉岁十一月二十六日避寇至龙潭院十二月十五日作五首 其一,786a06d4-dffb-4853-a924-36a9002323ca,宋代,诗,,,,,"径转桥横水,林深寺据山. 钟鱼告阒寂,松竹媚孱颜. 避地欣有托,依僧成暂闲. 东归路不隔,片片陇云还."
張九成,"春來多病懶尋山，送客今朝漫出關。
楊柳江頭無限思，欲携樽酒煖衰顔。",三月六日出城,be469bd4-2f17-4345-8495-c19364423593,宋代,诗,,,,,"春来多病懒寻山,送客今朝漫出关. 杨柳江头无限思,欲携樽酒煖衰颜."
胡寅,"舂簸精粗期適口，老夫脫粟艱難久。
它山木臼纔百金，四市營求輒無有。
願惟仁者試咄嗟，要使赤脚治勝斗。
豈惟軟飯慰無牙，亦冀糠粞及雞狗。",求木硙于周尉,2a3b2499-d13a-4c85-9559-b5fd28f798fb,宋代,诗,,,,,"舂簸精粗期适口,老夫脱粟艰难久. 它山木臼才百金,四市营求辄无有. 愿惟仁者试咄嗟,要使赤脚治胜斗. 岂惟软饭慰无牙,亦冀糠粞及鸡狗."
李曾伯,"仙李明炫夜，夭桃艷當春。
便將花作主，聘與玉爲人。",自湘赴广道间杂咏 桃李,e3044896-981b-45d4-93d8-b4a0f144eb35,宋代,诗,,,,,"仙李明炫夜,夭桃艳当春. 便将花作主,聘与玉为人."
蘇軾,"太常齋未解，不肯對纖穠。
只遣三千履，來遊十二峰。
林空答清唱，潭浄寫衰容。
歸去瑶臺路，還應月下逢。",刘孝叔会虎丘时王规父斋素祈雨不至二首 其二,71bde201-8e97-4423-8fbb-a3b2314ed171,宋代,诗,,,,,"太常斋未解,不肯对纤秾. 只遣三千履,来游十二峰. 林空答清唱,潭浄写衰容. 归去瑶台路,还应月下逢."
葛勝仲,"待次吳陵邑，優哉閲歲年。
鳯池疏海角，鶠閣竦城顛。
蒔藥時分穎，栽花自溉泉。
新篇談笑就，寄自魯邦傅。",次韵大人待次吴陵邑五首 其二,c54b6984-afb4-4137-9b15-39ed461efde2,宋代,诗,,,,,"待次吴陵邑,优哉阅岁年. 鳯池疏海角,𬸘阁竦城颠. 莳药时分颖,栽花自溉泉. 新篇谈笑就,寄自鲁邦傅."
丘葵,"民病未蘇息，誰爲元道州。
爭趨熱翕翕，不念冷颼颼。
摧剝先蟲戶，差科及釣舟。
君門千萬里，欲往訴無由。",读元次山诗有感而作,8d3acb80-5b8d-4091-ae9b-7ff1a7cc8100,宋代,诗,,,,,"民病未苏息,谁为元道州. 争趋热翕翕,不念冷飕飕. 摧剥先虫户,差科及钓舟. 君门千万里,欲往诉无由."
葛紹體,"淡雲疎雨嫩凉天，老柏梢頭挂瘦猿。
仙殿崔嵬鐘磬響，紙錢灰起祭中元。",题天庆观,72ca9a7f-6ff4-4b47-befe-3d83061dd54b,宋代,诗,,,,,"淡云疎雨嫩凉天,老柏梢头挂瘦猿. 仙殿崔嵬钟磬响,纸钱灰起祭中元."
張釜,"水際空明月正圓，人行月裏水如天。
道旁聽得人爭指，半是當年折桂仙。",游山七绝 水月洞 其一,56d8af09-ab3f-4a5b-a56c-265e3886800f,宋代,诗,,,,,"水际空明月正圆,人行月里水如天. 道旁听得人争指,半是当年折桂仙."
王炎,"欲問故人歸未歸，江湖不見雁南飛。
青雲未上辭鄉國，白璧無因困褐衣。
客裏書來行李滯，江南春盡落花稀。
倚門望斷山川遠，我却疑君此策非。",和毅伯见寄,388e791e-0d9e-49b0-90f2-9e116bf26613,宋代,诗,,,,,"欲问故人归未归,江湖不见雁南飞. 青云未上辞乡国,白璧无因困褐衣. 客里书来行李滞,江南春尽落花稀. 倚门望断山川远,我却疑君此策非."
吳錫疇,"斜河炯炯雁飛飛，老却斯人天未知。
三逕秋光猶在菊，一年心事可無詩。
歲華迅似離弦箭，愁思多於盈杼絲。
寂寂空山明月裏，誰拈霜竹倚風吹。",次韵汪仁甫,078b9ae0-39e3-4233-8202-f17d04c256ea,宋代,诗,,,,,"斜河炯炯雁飞飞,老却斯人天未知. 三迳秋光犹在菊,一年心事可无诗. 岁华迅似离弦箭,愁思多于盈杼丝. 寂寂空山明月里,谁拈霜竹倚风吹."
鄧林,"中邊瑩徹似冰壺，空盡時情意氣殊。
已向銅龍梯要路，又隨玉馱駕征涂。
風生湓浦江流急，雲滿康廬夜月孤。
竭到東南無力了，一分寬處是規模。",送徐榷院奉户檄之九江等郡,9a29262f-dc19-4760-b9e0-5fdd29cc37f5,宋代,诗,,,,,"中边莹彻似冰壶,空尽时情意气殊. 已向铜龙梯要路,又随玉驮驾征涂. 风生湓浦江流急,云满康庐夜月孤. 竭到东南无力了,一分宽处是规模."
舒岳祥,"守著赬桐不爲香，翩如鳳子往來忙。
徘徊最愛真紅色，摇曳偏垂五彩裳。
寧號孟蟬隨鬢裊，莫爲鬼蝶幻身藏。
惜花却似詩人性，日舞中間夜宿房。",同正仲赋赪桐彩蝶,c3a03f69-b2db-4cea-b176-cef92b9ca847,宋代,诗,,,,,"守著赪桐不为香,翩如凤子往来忙. 徘徊最爱真红色,摇曳偏垂五彩裳. 宁号孟蝉随鬓袅,莫为鬼蝶幻身藏. 惜花却似诗人性,日舞中间夜宿房."
釋法薰,"松柏千年青，不入時人意。
牡丹一日紅，滿城公子醉。",偈颂六十八首 其六七,0e30ee3a-1211-4a0d-9a2c-efe5ae55e7b1,宋代,诗,,,,,"松柏千年青,不入时人意. 牡丹一日红,满城公子醉."
釋士珪,誰令眼界幽。,句 其三,2f3baa06-9418-43a3-9573-6f6195aeec57,宋代,诗,,,,,谁令眼界幽.
陸游,"列鼎賓筵盛，籠坊從騎都。
不如茅屋底，醉倒喚兒扶。",不如茅屋底四首 其四,7858044d-130f-40d7-a025-4a58d3aa1228,宋代,诗,,,,,"列鼎宾筵盛,笼坊从骑都. 不如茅屋底,醉倒唤儿扶."
劉敞,"三日風振海，中宵雪覆城。
已看秋落漠，更逼歲崢嶸。
原隰龍沙磧，樓臺白玉京。
知誰錯吹律，物物驟堪驚。",初雪,538ae772-f2ec-413d-8415-b6d635e28cdf,宋代,诗,,,,,"三日风振海,中宵雪覆城. 已看秋落漠,更逼岁峥嵘. 原隰龙沙碛,楼台白玉京. 知谁错吹律,物物骤堪惊."
李梃,"山原繚繞水縈紆，繡嶺屏風立座隅。
更上朝元最高處，饒君都看渭川圖。",题灵泉观,7da37595-a5c1-498d-a2f9-16c32d65408c,宋代,诗,,,,,"山原缭绕水萦纡,绣岭屏风立座隅. 更上朝元最高处,饶君都看渭川图."
范仲淹,"隴上带經人，金門齒諫臣。
雷霆日有犯，始可報君親。",出守桐庐道中十绝 其一,3699e19f-4bba-4f0f-b264-cea9111551ee,宋代,诗,,,,,"陇上带经人,金门齿谏臣. 雷霆日有犯,始可报君亲."
周麟之,"赫奕三公胄，高華百笏門。
義風傾里社，名德老丘園。
不起東山卧，空餘北海尊。
已隨飛劍逝，猶記刻舟痕。",致政大夫胡公挽诗五首 其一,eaeddb78-1d18-4056-8313-43548e530f82,宋代,诗,,,,,"赫奕三公胄,高华百笏门. 义风倾里社,名德老丘园. 不起东山卧,空余北海尊. 已随飞剑逝,犹记刻舟痕."
葉茵,"越敢吞吳皆范子，後來廟食太湖濱。
邦人豈是忘仇怨，要勉吳臣似越臣。",吴江三高祠 范蠡,f921b578-ec1c-4cdc-bf39-20b695a7f8c6,宋代,诗,['太湖'],,,,"越敢吞吴皆范子,后来庙食太湖滨. 邦人岂是忘仇怨,要勉吴臣似越臣."
梅堯臣,"向起風沙地，暫假烏榜還。
浩然起遠思，欲與魚鳥閒。
景目洗已清，詠句稱且慳。
時看秋空雲，雨意濃淡間。",登舟,9f9e2c7d-2bd5-4fda-bf31-7ab4928bb5a8,宋代,诗,,,,,"向起风沙地,暂假乌榜还. 浩然起远思,欲与鱼鸟闲. 景目洗已清,咏句称且悭. 时看秋空云,雨意浓淡间."
王庭珪,"夜聞催餉不成眠，遙望官壺眼欲穿。
醉倒田間真快樂，念無田者益堪憐。",次韵周希稷饷耕三绝句 其二,2569b642-a451-4a83-befe-0b56f756b82c,宋代,诗,,,,,"夜闻催饷不成眠,遥望官壶眼欲穿. 醉倒田间真快乐,念无田者益堪怜."
張侃,"夭桃倡杏羞蕋紅，東風未傳第二訊。
忽吹山頭雲擁墨，細聽簷牙雨成陣。
公堂閴寂春晝長，病夫兀坐湘竹牀。
童子添火深炷香，萬念不生兩相忘。",连日雨,35ae615f-5b52-427f-b57a-2ea99fa51add,宋代,诗,,,,,"夭桃倡杏羞蕋红,东风未传第二讯. 忽吹山头云拥墨,细听簷牙雨成阵. 公堂閴寂春昼长,病夫兀坐湘竹床. 童子添火深炷香,万念不生两相忘."
蔡槃,"棄盡人間事，西風掩竹門。
無人爭碧嶂，有鶴伴黄昏。
掃石移雲影，澆花潤月痕。
何須嘆牢落，知我有乾坤。",人间,8fc15783-3b79-43a9-9dd3-d6c0137da6a5,宋代,诗,,,,,"弃尽人间事,西风掩竹门. 无人争碧嶂,有鹤伴黄昏. 扫石移云影,浇花润月痕. 何须叹牢落,知我有乾坤."
孔平仲,"木摵摵兮若有聞，風回回兮吹塵。
神之來兮何暮，斗斜月落兮夜將向晨。
跪捧香兮謹以俟，久注目兮山雲。",常山四诗 迎神,b05d0a62-c356-4b53-8a36-71cd25ddc872,宋代,诗,,,,,"木摵摵兮若有闻,风回回兮吹尘. 神之来兮何暮,斗斜月落兮夜将向晨. 跪捧香兮谨以俟,久注目兮山云."
釋守卓,"四山相逼勢如奔，三鼠侵藤那久存。
莫倚少年輕白日，急須回首入空門。",勉初志,7ffef651-5280-4318-8f4f-fa7a1b614a2f,宋代,诗,,,,,"四山相逼势如奔,三鼠侵藤那久存. 莫倚少年轻白日,急须回首入空门."
葛立方,"低枝垂蕊逗疏陰，不學髯龍幹百尋。
此去江南知幾驛，只今誰動故人心。",次韵陈文仲探梅二绝 其二,ff19fd26-f3f5-41b0-a6a3-ba38d83c6759,宋代,诗,,,,,"低枝垂蕊逗疏阴,不学髯龙干百寻. 此去江南知几驿,只今谁动故人心."
陸游,"暮景苦多病，幽尋寄一欣。
溪喧常似雨，石潤易生雲。
天迥回鴉陣，林疏過鹿群。
莫談朝市事，吾老厭紛紛。",逰石帆玉笥石旗诸山,9d8789e8-23f4-484e-a532-1a166f418c21,宋代,诗,,,,,"暮景苦多病,幽寻寄一欣. 溪喧常似雨,石润易生云. 天迥回鸦阵,林疏过鹿群. 莫谈朝市事,吾老厌纷纷."
徐鹿卿,"聞名每恨不相識，相識梅關眼带青。
雪幹冰姿披宿霧，銀鈎玉唾麗繁星。
居隣山谷傳宗派，系出燕公有典刑。
陶寫風光吟咏了，更培勳業照青冥。",张法示诗集为题其后,e2312be5-c1f9-4087-8863-ad17191c1a7e,宋代,诗,,,,,"闻名每恨不相识,相识梅关眼带青. 雪干冰姿披宿雾,银钩玉唾丽繁星. 居隣山谷传宗派,系出燕公有典刑. 陶写风光吟咏了,更培勋业照青冥."
趙與闢,"甲年謝策志應酬，今日分符力已優。
好把丹心懸北闕，春風次第荷綸褒。",良坦姪再转福清县赠行,601b27ab-9d06-4035-9d71-707896f87647,宋代,诗,,,,,"甲年谢策志应酬,今日分符力已优. 好把丹心悬北阙,春风次第荷纶褒."
釋曉瑩,與君頻邂逅，此地久盤桓。,句 其四六,4de9eda8-eb5a-49e1-9584-cf877cc1649c,宋代,诗,,,,,"与君频邂逅,此地久盘桓."
虞儔,"春末牆頭梅偃蹇，歲寒窗外竹蕭疎。
廣文一味清貧耳，甑有懸塵釜長魚。",再和 其三,4b2f3be0-e9c1-4965-931d-1c31280d0c4b,宋代,诗,,,,,"春末墙头梅偃蹇,岁寒窗外竹萧疎. 广文一味清贫耳,甑有悬尘釜长鱼."
釋印肅,"方云福德多，多數尚誵訛。
法身超數量，菩提薩婆訶。",金刚随机无尽颂 法界通化分第十九 其二,0c25aa23-935e-44db-a5e1-fda7a0bd062a,宋代,诗,,,,,"方云福德多,多数尚誵讹. 法身超数量,菩提萨婆诃."
陳煥子弟,"碧落他年訪舊遊，摩挲蒼蘚又從頭。
懸崖縱有詩千首，直許蘇陳占上流。",碧落洞,8d6905fa-5b7c-477b-b334-6ccbbee72388,宋代,诗,,,,,"碧落他年访旧游,摩挲苍藓又从头. 悬崖纵有诗千首,直许苏陈占上流."
朱松,"堂前春日媚珍盤，穉子相群舞袖斑。
斗酒壽親逢一笑，不知身在市門間。",南浦五小诗迎劳二弟 其三,3773b4bd-d5cd-44ac-8972-7102a69846dc,宋代,诗,,,,,"堂前春日媚珍盘,穉子相群舞袖斑. 斗酒寿亲逢一笑,不知身在市门间."
葛勝仲,"羲和無停輪，年鬢日夜改。
惟有金蘭心，歲晚依然在。
頗憶四門舘，研席同諸生。
聫名理朱穆，結駟留陽城。
縞紵初定交，車裘容共敝。
駿馬馳春風，休沐章臺市。
年少未涉道，惟論場屋文。
鼻息拂霄漢，心期勇風雲。
春闈鎻儒仙，試席兩心競。
閬仙時乞靈，孤懿肯移病。
喜君先得桂，時我猶飄蓬。
鳯凰黄鵠歎，振手國門東。
離羣十周星，爲僚一都會。
涵牛鼎烹鷄，邑小非材配。
理縣不用譜，政如密與蒲。
糗水代厨傳，木索閒庭除。
肯憐冰子窮，夜凍午不粒。
綈袍累故人，口腹煩安邑。
更迂長者轍，来顧空宇中。
坐令羈官興，不復嘆秋風。",兖学叙旧呈子充,20c97cd3-4667-4150-a1e8-9581dcfbba74,宋代,诗,,,,,"羲和无停轮,年鬓日夜改. 惟有金兰心,岁晚依然在. 颇忆四门馆,研席同诸生. 聫名理朱穆,结驷留阳城. 缟纻初定交,车裘容共敝. 骏马驰春风,休沐章台市. 年少未涉道,惟论场屋文. 鼻息拂霄汉,心期勇风云. 春闱鎻儒仙,试席两心竞. 阆仙时乞灵,孤懿肯移病. 喜君先得桂,时我犹飘蓬. 鳯凰黄鹄叹,振手国门东. 离群十周星,为僚一都会. 涵牛鼎烹鸡,邑小非材配. 理县不用谱,政如密与蒲. 糗水代厨传,木索闲庭除. 肯怜冰子穷,夜冻午不粒. 绨袍累故人,口腹烦安邑. 更迂长者辙,来顾空宇中. 坐令羁官兴,不复叹秋风."
高似孫,"道是青神谷，元通白帝崖。
有松如壯士，其魄化嬰兒。
雲溼侵鴉嘴，天寒翦兔絲。
堯初香摘髓，秦後雪凝脂。
穴動龍蛇窘，山空鳥獸悲。
惟將千歲力，白了一生奇。",杨嗣勋惠茯苓,c55d7307-ed9f-41be-9899-f48900254605,宋代,诗,,,,,"道是青神谷,元通白帝崖. 有松如壮士,其魄化婴儿. 云湿侵鸦嘴,天寒翦兔丝. 尧初香摘髓,秦后雪凝脂. 穴动龙蛇窘,山空鸟兽悲. 惟将千岁力,白了一生奇."
王晞鴻,紅塵紫陌江聲外，綠嶂青嵐書几間。,句 其二,6094a3bb-cf7d-4fcf-ae43-97cc7ce92e1a,宋代,诗,,,,,"红尘紫陌江声外,绿嶂青岚书几间."
釋行鞏,"學海波瀾捲未乾，幾煩仙屐上林巒。
天香吹落秋風老，不覺相携到廣寒。",颂古十首 其七,7fceee59-f086-4cd3-9133-a41df0db30e1,宋代,诗,,,,,"学海波澜卷未干,几烦仙屐上林峦. 天香吹落秋风老,不觉相携到广寒."
劉宰,"薔薇籬落送春闌，笋葚園林早夏間。
牛背牧兒酣午夢，不知風雨過前山。",云边阻雨 其二,5853a20e-ff8d-4499-b3eb-901fa0012299,宋代,诗,,,,,"蔷薇篱落送春阑,笋葚园林早夏间. 牛背牧儿酣午梦,不知风雨过前山."
