id,author,title,dynasty,genre,lines,line_char_counts,meter_pattern,total_lines,total_chars,is_regular,regular_meter,poem_type
,贺铸,减字浣溪沙・浣溪沙,宋代,词,鼓动城|头啼暮鸦|过云时|送雨些些|嫩凉如|水透窗纱|弄影西厢侵户月|分香东畔拂墙花|此时相|望抵天涯,"3,4,3,4,3,4,7,7,3,4","3,4,3,4,3,4,7,7,3,4",10,42,False,,词
,贺铸,减字浣溪沙・浣溪沙,宋代,词,烟柳春|梢蘸晕黄|井阑风|绰小桃香|觉时帘|幕又斜阳|望处定无千里眼|断来能有几回肠|少年禁|取恁凄凉,"3,4,3,4,3,4,7,7,3,4","3,4,3,4,3,4,7,7,3,4",10,42,False,,词
,贺铸,减字浣溪沙・浣溪沙,宋代,词,梦想西|池辇路边|玉鞍娇|马小辎|春风十|里斗婵娟|临水登山漂泊地|落花中酒寂寥天|个般情|味已三年,"3,4,3,3,3,4,7,7,3,4","3,4,3,3,3,4,7,7,3,4",10,41,False,,词
,贺铸,减字浣溪沙・浣溪沙,宋代,词,莲烛啼|痕怨漏长|吟蛩随|月到回廊|一屏烟|景画潇湘|连夜断无行雨梦|隔年犹有著人香|此情须|信是难忘,"3,4,3,4,3,4,7,7,3,4","3,4,3,4,3,4,7,7,3,4",10,42,False,,词
,贺铸,减字浣溪沙・浣溪沙,宋代,词,闲把琵|琶旧谱寻|四弦声|怨却沈吟|燕飞人|静画堂深|欹枕有时成雨梦|隔帘无处说春心|一从灯|夜到如今,"3,4,3,4,3,4,7,7,3,4","3,4,3,4,3,4,7,7,3,4",10,42,False,,词
,贺铸,减字浣溪沙・浣溪沙,宋代,词,鹦鹉无|言理翠襟|杏花零|落昼阴阴|画桥流|水半篙深|芳径与谁寻斗草|绣床终日罢拈针|小笺香|管写春心,"3,4,3,4,3,4,7,7,3,4","3,4,3,4,3,4,7,7,3,4",10,42,False,,词
,贺铸,减字浣溪沙・浣溪沙,宋代,词,鹦鹉惊|人促下帘|碧纱如|雾隔香奁|雪儿窥|镜晚蛾纤|乌鹊桥边河络角|鸳鸯楼外月西南|门前嘶|马弄金衔,"3,4,3,4,3,4,7,7,3,4","3,4,3,4,3,4,7,7,3,4",10,42,False,,词
,贺铸,减字浣溪沙・浣溪沙,宋代,词,宫锦袍|熏水麝香|越纱裙|染郁金黄|薄罗依|约见明妆|绣陌不逢携手伴|绿窗谁是画眉郎|春风十|里断人肠,"3,4,3,4,3,4,7,7,3,4","3,4,3,4,3,4,7,7,3,4",10,42,False,,词
,贺铸,减字浣溪沙・浣溪沙,宋代,词,青翰舟|中祓禊筵|粉娥窥|影两神仙|酒阑飞|去作非烟|重访旧游人不见|雨荷风蓼夕阳天|折花临|水思茫然,"3,4,3,4,3,4,7,7,3,4","3,4,3,4,3,4,7,7,3,4",10,42,False,,词
,晁补之,水龙吟,宋代,词,水晶宫绕千家|卞山倒影双溪里|白苹洲渚诗成|春晚当年此地|行遍瑶台弄英|携手月婵娟际|算多情小杜风流|未睹空肠断枝间子|一似君恩赐与|贺家湖千峰凝翠|黄粱未熟红旌|已远南柯旧事|常恐重来夜阑|相对也疑非是|向松陵回首平|芜尽处在青山外,"6,7,6,6,6,6,7,8,6,7,6,6,6,6,6,7","6,7,6,6,6,6,7,8,6,7,6,6,6,6,6,7",16,102,False,,词
,晁补之,八声甘州,宋代,词,谓东坡未老赋|归来天未遣公归|向西湖两处秋|波一种飞蔼澄辉|又拥竹西歌|吹僧老木兰非|一笑千秋|事浮世危机|应倚平山栏槛是|醉翁饮处江雨霏霏|送孤鸿相接|今古眼中稀|念平生相从江海|任飘蓬不遣此心违|登临事更何|须惜吹帽淋衣,"6,7,6,7,5,6,4,5,7,8,5,5,7,8,5,6","6,7,6,7,5,6,4,5,7,8,5,5,7,8,5,6",16,97,False,,词
,晁补之,八声甘州,宋代,词,谓东风定是海|冬来海上最春先|乍微阳破腊梅|心已省柳意都远|雪后南山耸|翠平野欲生烟|记得相逢|日如上林边|莫叹春光易老算|今年春老还有明年|叹人生难得|常好是朱颜|有随轩金钗十二|为醉娇一曲踏珠筵|功名事算何|如此花下尊前,"6,7,6,7,5,6,4,5,7,8,5,5,7,8,5,6","6,7,6,7,5,6,4,5,7,8,5,5,7,8,5,6",16,97,False,,词
,晁补之,满庭芳,宋代,词,鸥起苹中鱼惊荷|底画船天上来时|翠湾红渚|宛似武陵迷|更晚青山更好|孤云带远雨丝垂|清歌里金尊未|掩谁使动分携|竹林高晋软阿|咸潇散犹愧风期|便弃官终|隐钓叟苔矶|纵是鸣鸿云外|应念我垂翼低飞|新词好他年认|取天际片帆归,"7,7,4,5,6,7,6,6,6,7,4,5,6,7,6,6","7,7,4,5,6,7,6,6,6,7,4,5,6,7,6,6",16,95,False,,词
,晁补之,凤凰台上忆吹箫,宋代,词,千里相思况无百|里何妨暮往朝还|又正是梅初|淡伫禽未绵蛮|陌上相逢缓辔|风细细云日斑斑|新晴好得意|未妨行尽青山|应携后房小妓来|为我盈盈对舞花间|便拼了松醪|翠满蜜炬红残|谁信轻鞍射虎|清世里曾有人闲|都休说帘|外夜久春寒,"7,7,5,6,6,7,5,6,7,8,5,6,6,7,4,5","7,7,5,6,6,7,5,6,7,8,5,6,6,7,4,5",16,97,False,,词
,晁补之,凤凰台上忆吹箫,宋代,词,才短宫慵命奇人|弃年年故里来远|记往岁莲塘|送我远赴荆蛮|莫道风情似旧|青镜里绿鬓新斑|佳人怪把盏|为我微敛眉山|从来嗣宗高韵独|见赏青云忧绝尘间|谩回首平生|醉语一梦惊残|莫笑移花种柳|应备办投老同闲|纵枯槁松|桧奈得霜寒,"7,7,5,6,6,7,5,6,7,8,5,6,6,7,4,5","7,7,5,6,6,7,5,6,7,8,5,6,6,7,4,5",16,97,False,,词
,晁补之,摸鱼儿,宋代,词,买陂塘旋栽杨|柳依稀淮岸江浦|东皋嘉雨新痕|涨沙觜鸥来鹭聚|堪|爱处|最好是一川|夜月光流渚|无人|独舞|任翠幄张天柔茵|借地酒尽未能去|青绫被莫|忆金闺故步|儒冠曾|把身误|弓刀千骑成何|事荒了邵平瓜圃|君|试覰|满青镜星星|鬓影今如许|功名|浪语|便似得班超封侯|万里归计恐迟春,"6,7,6,7,1,2,5,5,2,2,7,7,4,5,3,3,6,7,1,2,5,5,2,2,7,7","6,7,6,7,1,2,5,5,2,2,7,7,4,5,3,3,6,7,1,2,5,5,2,2,7,7",26,116,False,,词
,晁补之,永遇乐,宋代,词,松菊堂深芰荷|池小长夏清暑|燕引雏还鸠呼|妇往人静郊原趣|麦天已过薄衣轻|扇试起绕园徐步|听衡宇欣欣童|稚共说夜来初雨|苍菅径里紫葳枝|上数点幽花垂露|东里催锄西邻|助晌相戒清晨去|斜川归兴然满|目回首帝乡何处|只愁恐轻鞭|犯夜灞陵旧路,"6,6,6,7,7,7,6,7,7,7,6,7,6,7,5,6","6,6,6,7,7,7,6,7,7,7,6,7,6,7,5,6",16,103,False,,词
,晁补之,过涧歇,宋代,词,归|去|奈故人尚作青眼|相期未许明时归去|放|怀处|买得东皋数|亩静爱园林趣|任过客剥啄|相呼昼扃户|堪笑儿童事|业华颠向谁语|草塘人悄|圆荷过微雨|都付邯郸一枕清风好|梦初觉砌下槐影方停午,"1,1,7,8,1,2,5,6,5,5,5,6,4,5,9,10","1,1,7,8,1,2,5,6,5,5,5,6,4,5,9,10",16,80,False,,词
,晁补之,黄莺儿,宋代,词,南园佳|枝偏宜暑|两两三三修篁新篁新|出初齐猗猗过檐侵户|听乱飐芰荷|风细洒梧桐雨|午馀帘影参差远|林蝉声幽梦残处|凝|伫|既往尽成空|暂遇何曾住|算人间事岂足追|思依依梦中情绪|观数点茗浮|花一缕香萦炷|怪来人道陶|潜作得羲皇侣,"3,4,9,9,5,6,7,7,1,1,5,5,7,7,5,6,5,6","3,4,9,9,5,6,7,7,1,1,5,5,7,7,5,6,5,6",18,98,False,,词
,晁补之,消息・永遇乐,宋代,词,红日葵开映墙|遮牖小斋端午|杯展荷金簪抽|笋玉幽事还数|绿窗纤手|朱奁轻缕|争斗彩|丝艾虎|想沈江怨魄归|来空惆怅对菰黍|朱颜老去清风好|在未减佳辰欢聚|趣蜡酒深斟菖葅|细糁围坐从儿女|还同子美江村长|夏闲对燕飞鸥舞|算何须楚王|雄风方消畏暑,"6,6,6,6,4,4,3,3,6,7,7,7,7,7,7,7,5,6","6,6,6,6,4,4,3,3,6,7,7,7,7,7,7,7,5,6",18,104,False,,词
,晁补之,梁州令叠韵・梁州令,宋代,词,田野|闲来惯|睡起初|惊晓燕|樵青走挂小帘钩南|园昨夜细雨红芳遍|平芜一|带烟光浅|过尽|南归雁|俱|远|凭阑送|目空肠断|好景|难常占|过眼韶|华如箭|莫教鴂送韶华多|情杨柳为把长条绊|清尊满|酌谁为伴|花下|提壶劝|何妨醉卧花底|愁容不上春风面,"2,3,3,3,8,8,3,4,2,3,1,1,3,4,2,3,3,3,7,8,3,4,2,3,6,7","2,3,3,3,8,8,3,4,2,3,1,1,3,4,2,3,3,3,7,8,3,4,2,3,6,7",26,99,False,,词
,晁补之,酒泉子,宋代,词,萱草戎葵松菊堂深犹|畏暑晚云催雨霭帘栊|满|楼风|池莲翻|倒小莲红|看扫鉴天清似水|一轮明月却当空|画|栏中,"9,9,1,2,3,4,7,7,1,2","9,9,1,2,3,4,7,7,1,2",10,45,False,,词
,晁补之,归田乐,宋代,词,春又去似别|佳人幽恨积|闲庭院翠|阴满添昼寂|一枝梅最|好至今忆|正梦断炉烟|袅参差疏帘隔|为何事年年春|恨问花应会得,"5,5,4,5,4,4,5,6,6,6","5,5,4,5,4,4,5,6,6,6",10,50,False,,词
,晁补之,诉衷情,宋代,词,东城南|陌路歧斜|芳草|遍藏遮|黄鹂自是来|晚莫恨海棠花|惊雪絮|满天涯|送|春赊|问春莫是忆著|东君自去还家,"3,4,2,3,5,6,3,3,1,2,6,6","3,4,2,3,5,6,3,3,1,2,6,6",12,44,False,,词
,晁补之,金凤钩,宋代,词,春辞我|向何处|怪草草|夜来风雨|一簪华发少欢|饶恨无计春且住|春回常|恨寻无路|试向我|小园徐步|一阑红药|倚风含露|春自未|曾归去,"3,3,3,4,6,7,3,4,3,4,4,4,3,3","3,3,3,4,6,7,3,4,3,4,4,4,3,3",14,54,False,,词
,晁补之,金凤钩,宋代,词,雪消闲|步花畔|试屈指|早春将半|樱桃枝上最先|到却恨小梅芳浅|忽惊拂|水双来燕|暗自忆|故人犹远|一分风雨占春愁|一来又对花肠断,"3,3,3,4,6,7,3,4,3,4,7,7","3,3,3,4,6,7,3,4,3,4,7,7",12,54,False,,词
,晁补之,生查子,宋代,词,永日向人妍|百合忘忧草|午枕梦初回|远柳蝉声杳|藓井出冰泉|洗瀹烦襟了|却挂小帘钩|一缕炉烟袅,"5,5,5,5,5,5,5,5","5,5,5,5,5,5,5,5",8,40,True,5言8句,词
,晁补之,行香子,宋代,词,前岁栽桃|今岁成蹊|更黄鹂|久住相知|微行清露|细履斜晖|对林中侣闲|中我醉中谁|何妨到老常闲常|醉任功名生事俱非|衰颜难强|拙语多迟|但酒同行月|同坐影同嬉,"4,4,3,4,4,4,5,5,7,8,4,4,5,5","4,4,3,4,4,4,5,5,7,8,4,4,5,5",14,66,False,,词
,晁补之,诉衷情,宋代,词,小园过午便|觉凉生翠柏|戎葵闲出墙红|萱草静依径绿|还是去年浮瓜沈|李追凉故绕池边竹|小|筵促|忽忆杨|梅正熟|下山南畔|画舸笙歌逐|愁|凝目|使君彩笔佳人|锦字断弦怎续|尽日|栏干曲,"5,5,6,6,7,8,1,2,3,3,4,5,1,2,6,6,2,3","5,5,6,6,7,8,1,2,3,3,4,5,1,2,6,6,2,3",18,75,False,,词
,晁补之,木兰花・玉楼春,宋代,词,小楼新|创堪临远|一带寒|山都入眼|人间应未觉春归|楼上已先变柳眼|风威自|与微阳战|雪意不|遮残腊换|少须文栋燕双回|来看东城花一片,"3,4,3,4,7,7,3,4,3,4,7,7","3,4,3,4,7,7,3,4,3,4,7,7",12,56,False,,词
,晁补之,行香子,宋代,词,归鸟翩翩|楼上黄昏|黯天气|残照馀痕|曲阑干里|有个愁人|向不言中千|载事一年春|春来似客|春归如云|付楼前|行路双轮|倾江变酒|举斛为尊|断浮生外愁|千丈不关身,"4,4,3,4,4,4,5,5,4,4,3,4,4,4,5,5","4,4,3,4,4,4,5,5,4,4,3,4,4,4,5,5",16,66,False,,词
,晁补之,阮郎归,宋代,词,小楼独|上暮锺时|红霞|楼外飞|烟中远|鸟一双归|城门|灯火微|横短吹|傍危梯|冰轮|涌海迟|天涯幽|恨有谁知|凉风|时动衣,"3,4,2,3,3,4,2,3,3,3,2,3,3,4,2,3","3,4,2,3,3,4,2,3,3,3,2,3,3,4,2,3",16,47,False,,词
,晁补之,引驾行,宋代,词,梅梢琼绽东|君次第开桃李|痛年年好风景|无事对花垂泪|园|里|旧赏处幽葩柔|条一一动芳意|恨|心事|春来间阻忆|年时把罗袂|雅|戏|樱桃红颗|为插边明丽|又|渐是|樱桃尝新忍|把旧游重记|何|意|便云收雨歇瓶|沈簪折两无计|谩|追悔|凭谁向说|只厌厌地,"5,6,6,6,1,1,6,6,1,2,5,5,1,1,4,5,1,2,5,5,1,1,6,6,1,2,4,4","5,6,6,6,1,1,6,6,1,2,5,5,1,1,4,5,1,2,5,5,1,1,6,6,1,2,4,4",28,99,False,,词
,晁补之,碧牡丹,宋代,词,渐老|闲情减|春山事|撩心眼|似血桃花似|雪梨花相间|望极雅川|阳焰迷归雁|征鞍|方长坂|正|魂乱|旧事|如云散|良游盛|年俱换|罢说功名但|觉青山归晚|记插宫花|扶醉蓬莱殿|如今|霜尘满,"2,3,3,3,5,5,4,5,2,3,1,2,2,3,3,3,5,5,4,5,2,3","2,3,3,3,5,5,4,5,2,3,1,2,2,3,3,3,5,5,4,5,2,3",22,73,False,,词
,晁补之,江神子・江城子,宋代,词,双鸳池|沼水融融|桂|堂东|又|春风|今日看花|花胜去年红|把酒问花花不|语携手处遍芳丛|留春且|住莫匆匆|秉|金笼|夜|寒浓|沈醉插花|走马月明中|待得醒时君不|见不随水即随风,"3,4,1,2,1,2,4,5,6,7,3,4,1,2,1,2,4,5,6,7","3,4,1,2,1,2,4,5,6,7,3,4,1,2,1,2,4,5,6,7",20,70,False,,词
,晁补之,好事近,宋代,词,风雨过中秋|愁对画帘银烛|那更气迟节|晚负重阳金菊|月期花|信尚参差|功名|更难卜|何事四时俱|好一杯一曲,"5,6,5,6,3,4,2,3,5,5","5,6,5,6,3,4,2,3,5,5",10,44,False,,词
,晁补之,洞仙歌,宋代,词,花恨|月恼|更夏有凉|风冬轩雪皎|闲事不关心|算四时皆好|从来又说春台登览人|意多同常是惜春过了|须痛饮莫|放欢情草草|年|少|尚忆瑶阶得隽寻芳骖驔东城|适见垂鞭酕醄南陌又逢低帽|莺花荡眼功名满意无|限嬉游荣华事如梦杳|伤富贵浮|云曾萦怀抱|为春|醉倒|愿花|更好|春|休老|开|口笑|占醉乡|莫教人到,"2,2,4,5,5,5,9,9,4,5,1,1,12,12,9,9,4,5,2,2,2,2,1,2,1,2,3,4","2,2,4,5,5,5,9,9,4,5,1,1,12,12,9,9,4,5,2,2,2,2,1,2,1,2,3,4",28,124,False,,词
,晁补之,洞仙歌,宋代,词,当时我醉美人|颜色如花堪悦|今日美人去|恨天涯离别|青楼朱箔婵娟蟾桂三|五初圆伤二八还又缺|空伫立一|望一见心绝|心|绝|顿成凄凉千里音尘一梦欢娱|推枕惊巫山远洒泪对湘江阔|美人不见愁人看花心|乱含愁奏绿绮弦清切|何处有知|音此恨难说|怨歌|未阕|恐暮雨|收行云歇|窗|梅发|乍似睹|芳容冰洁,"6,6,5,5,9,9,4,5,1,1,12,12,9,9,4,5,2,2,3,4,1,2,3,4","6,6,5,5,9,9,4,5,1,1,12,12,9,9,4,5,2,2,3,4,1,2,3,4",24,123,False,,词
,晁补之,水龙吟,宋代,词,问春何苦匆匆|带风伴雨如驰骤|幽葩细萼小园|低槛壅培未就|吹尽繁红占春|长久不如垂柳|算春常不老人愁|春老愁只是人间有|春恨十|常八九|忍轻辜|芳醪经口|那知自是桃花|结子不因春瘦|世上功名老来|风味春归时候|纵樽前痛饮狂|歌似旧情难依旧,"6,7,6,6,6,6,7,8,3,3,3,4,6,6,6,6,6,7","6,7,6,6,6,6,7,8,3,3,3,4,6,6,6,6,6,7",18,102,False,,词
,晁补之,洞仙歌,宋代,词,裙芳老尽|海棠花时候|雨过寒|轻好清昼|最妖饶一段全是初开|云鬟小涂粉施朱未就|全开还自好骀荡春|馀百样宫罗斗繁绣|纵无语也心应恨我|来迟恰柳絮将春归后|醉犹倚柔柯怯黄昏|这一点愁须共花同瘦,"4,5,3,4,9,9,8,8,8,9,8,9","4,5,3,4,9,9,8,8,8,9,8,9",12,84,False,,词
,晁补之,洞仙歌,宋代,词,年年|青眼|为江|梅肠断|一句新|诗思无限|向碧琼枝上白|玉葩中春犹浅|一点龙|香清远|谁抛|倾国艳|昨夜前村都|恐东皇未曾见|正倚墙红杏芳|意浓时惊千片|何许飘|零仙馆|待冰雪丛中看奇姿|乍一笑能回上林冬暖,"2,2,2,3,3,4,6,6,3,3,2,3,5,6,6,6,3,3,8,9","2,2,2,3,3,4,6,6,3,3,2,3,5,6,6,6,3,3,8,9",20,85,False,,词
,晁补之,行香子,宋代,词,雪里清香|月下疏枝|更无花|比并琼姿|一年一见|千绕千回|向未开时愁|花放恐花飞|芳樽移就幽葩折|取似玉人携手同归|杨州应记|东阁逢时|恨刘郎误题|诗句怨桃溪,"4,4,3,4,4,4,5,5,7,8,4,4,5,5","4,4,3,4,4,4,5,5,7,8,4,4,5,5",14,66,False,,词
,晁补之,盐角儿,宋代,词,开时|似雪|谢时|似雪|花中|奇绝|香非在蕊香非|在萼骨中香彻|占溪风|留溪月|堪羞损|山桃如血|直饶更疏疏淡|淡终有一般情别,"2,2,2,2,2,2,6,6,3,3,3,4,6,7","2,2,2,2,2,2,6,6,3,3,3,4,6,7",14,50,False,,词
,晁补之,清平乐,宋代,词,黄花|过也|月酒|何曾把|寒蝶多|情爱潇洒|晴日双|双飞下|沈吟独|倚朱阑|采芳|贻向边|枕上醉排金靥|幽香付与谁怜,"2,2,2,3,3,4,3,3,3,3,2,3,6,6","2,2,2,3,3,4,3,3,3,3,2,3,6,6",14,45,False,,词
,晁补之,江神子・江城子,宋代,词,去年初|见早梅芳|一|春忙|短|红墙|马上不禁|花恼只颠狂|苏晋长斋犹好|事时唤我举离觞|今年春|事更茫茫|浅|宫妆|断|人肠|一点多情|天赐骨中香|赖有飞凫贤令|尹同我过小横塘,"3,4,1,2,1,2,4,5,6,7,3,4,1,2,1,2,4,5,6,7","3,4,1,2,1,2,4,5,6,7,3,4,1,2,1,2,4,5,6,7",20,70,False,,词
,晁补之,望海潮,宋代,词,人间花老天涯春|去扬州别是风光|红药万株佳名千|种天然浩态狂香|尊贵|御衣黄|未便教西|洛独占花王|困倚东风汉|宫谁敢斗新妆|年年高|会维阳|看家夸绝|艳人诧奇芳|结蕊当屏联葩就|幄红遮绿绕华堂|花面|映交相|更秉菅观|洧幽意难忘|罢酒风亭梦|魂惊恐在仙乡,"7,7,7,7,2,3,4,5,5,6,3,3,4,5,7,7,2,3,4,5,5,6","7,7,7,7,2,3,4,5,5,6,3,3,4,5,7,7,2,3,4,5,5,6",22,107,False,,词
,晁补之,夜合花,宋代,词,百紫千红占春多|少共推绝世花王|西都万家俱|好不为姚黄|谩肠|断巫阳|对沈香|亭北新妆|记清平调词成|进了一梦仙乡|天葩秀|出无双|倚朝晖半|如酣酒成狂|无言自有檀|心一点偷芳|念往|事情伤|又新艳|曾说滁阳|纵归来晚君王|殿后别是风光,"7,7,5,5,2,3,3,4,6,6,3,3,4,5,5,5,2,3,3,4,6,6","7,7,5,5,2,3,3,4,6,6,3,3,4,5,5,5,2,3,3,4,6,6",22,97,False,,词
,晁补之,下水船,宋代,词,百紫|千红翠|唯有琼|花特异|便是当年唐|昌观中玉蕊|尚记得月里仙人|来赏明日喧传都市|甚时又分与扬州|本一朵冰姿难比|曾向无双亭|边半酣独倚|似梦觉晓|出瑶台十里|犹忆飞|琼标致,"2,3,3,3,5,5,7,8,7,7,5,5,4,5,3,3","2,3,3,3,5,5,7,8,7,7,5,5,4,5,3,3",16,75,False,,词
,晁补之,浣溪沙,宋代,词,雨过园|亭绿暗时|樱桃红|颗压枝低|绿兼红|好眼中迷|荔子天教生处远|风流一种阿谁知|最红深|处有黄鹂,"3,4,3,4,3,4,7,7,3,4","3,4,3,4,3,4,7,7,3,4",10,42,False,,词
,晁补之,万年欢,宋代,词,心忆春归似佳|人未来香径无迹|雪里江梅因|甚早知消息|百卉芳|心正寂|夜不寐|幽姿脉脉|图清晓先作宫|妆似防人见偷得|真香媚|情动魄|算当时寿|阳无此标格|应寄扬州何|郎旧曾相识|花似何|郎鬓白|恐花笑|逢花羞摘|那堪羌|管惊心|也随繁|杏抛掷,"6,7,5,5,3,3,3,4,6,7,3,3,4,5,5,5,3,3,3,4,3,3,3,3","6,7,5,5,3,3,3,4,6,7,3,3,4,5,5,5,3,3,3,4,3,3,3,3",24,99,False,,词
,晁补之,感皇恩,宋代,词,常岁海棠|时偷闲须到|多病寻|芳懒春老|偶来恰值半|谢妖绕犹好|便呼诗酒|伴同倾倒|繁枝高荫|疏枝低绕|花底杯|盘花影照|多情一片恨|我归来不早|断肠铺碎|锦门前道,"4,5,3,4,5,5,4,4,4,4,3,4,5,5,4,4","4,5,3,4,5,5,4,4,4,4,3,4,5,5,4,4",16,67,False,,词
,晁补之,洞仙歌,宋代,词,今春|闰好|怪重|阳菊早|满槛煌|煌看霜晓|唤金钱翠雨不称标容|潇洒意陶潜诗中能道|不应夸绝艳曾妒春|华因甚东君意不到|又似锁三千汉女偏|教明妃怨西风边草|也何必牛山苦沾衣|算只好龙山醉狂吹帽,"2,2,2,3,3,4,9,9,8,8,8,8,8,9","2,2,2,3,3,4,9,9,8,8,8,8,8,9",14,83,False,,词
,晁补之,喜朝天・踏莎行,宋代,词,众|芳残|海棠正轻|盈绿鬓朱颜|碎锦繁绣更柔|柯映碧纤搊匀殷|谁与将红间白采|熏笼仙衣覆斑斓|如有意浓妆|淡抹斜倚阑干|夭饶向晚春后惯|困欹晴景愁怕朝寒|纵有狂雨便离|披损不奈幽闲|素李来禽总俗谩|遮映终羞格疏顽|谁采顾斜风|教舞月下庭间,"1,2,4,5,6,7,7,7,5,6,7,8,6,6,7,7,5,6","1,2,4,5,6,7,7,7,5,6,7,8,6,6,7,7,5,6",18,102,False,,词
,晁补之,生查子,宋代,词,青帝晓来风|偏傍梅梢紧|未放玉肌开|已觉龙香喷|此意比佳人|争奈非朱粉|惟有许飞琼|风味依稀近,"5,5,5,5,5,5,5,5","5,5,5,5,5,5,5,5",8,40,True,5言8句,词
,晁补之,少年游,宋代,词,庐山瑶|草四时春|烟锁|上宫门|记得南游偶寻|飞涧一洗庾公尘|香炉高咏君家|事文采近前人|它日骑鲸尚怜|迷路与问众仙真,"3,4,2,3,6,7,6,6,6,7","3,4,2,3,6,7,6,6,6,7",10,50,False,,词
,晁补之,少年游,宋代,词,如今田|野谩抛春|红雨|掩衡门|懒读诗书欠伸|扶杖几案任生尘|纵教便向东山|老谁知是个中人|莫怪年来倦寻|城市嫌我性情真,"3,4,2,3,6,7,6,7,6,7","3,4,2,3,6,7,6,7,6,7",10,51,False,,词
,晁补之,满江红,宋代,词,华鬓春风长|歌罢伤今感昨|春正好瑶墀|已叹侍臣冥寞|牙帐尘昏馀剑戟|翠帷月冷虚弦索|记往岁龙坂|误曾登今飘泊|贤人命|从来薄|流水意|知谁托|绕南枝身|似未眠飞鹊|射虎山边寻旧迹|骑鲸海上追前约|便江湖与世|永相忘还堪乐,"5,6,5,6,7,7,5,6,3,3,3,3,4,5,7,7,5,6","5,6,5,6,7,7,5,6,3,3,3,3,4,5,7,7,5,6",18,93,False,,词
,晁补之,离亭宴,宋代,词,丹府黄|香堪笑|章台坠|鞭年少|细雨春风花落|处醉里中人传诏|却上五湖船|悲歌楚狂同调|青草荆|江波渺|香炉紫|霄簪小|人去江山长依|旧幼妇空传辞妙|洒泪作招魂|枫林子规啼晓,"3,3,3,3,6,7,5,6,3,3,3,3,6,7,5,6","3,3,3,3,6,7,5,6,3,3,3,3,6,7,5,6",16,72,False,,词
,晁补之,千秋岁,宋代,词,江头|苑外|常记|同朝退|飞骑轧|鸣珂碎|齐呕云绕扇|赵舞风回带|严鼓断杯盘|藉草犹相对|洒涕|谁能会|醉卧|藤阴盖|人已去|词空在|兔园高宴悄|虎观英游改|重感慨惊涛|自卷珠沈海,"2,2,2,3,3,3,5,5,5,5,2,3,2,3,3,3,5,5,5,5","2,2,2,3,3,3,5,5,5,5,2,3,2,3,3,3,5,5,5,5",20,71,False,,词
,晁补之,迷神引,宋代,词,黯黯青|山红日暮|浩浩大|江东注|馀霞散绮|向烟波路|使人愁长|安远在何处|几点渔灯|小迷近坞|一片客帆|低傍前浦|暗想平生|自悔儒冠误|觉阮途|穷归心阻|断魂素月一|千里伤平楚|怪竹枝歌声|声怨为谁苦|猿鸟一时|啼惊岛屿|烛暗不成|眠听津鼓,"3,4,3,3,4,4,4,5,4,4,4,4,4,5,3,4,5,5,5,5,4,4,4,4","3,4,3,3,4,4,4,5,4,4,4,4,4,5,3,4,5,5,5,5,4,4,4,4",24,98,False,,词
,晁补之,满江红,宋代,词,莫话南征船|头转三千馀里|未叹此浮生|飘荡但伤佳会|满眼青山芳草外|半篙碧水斜阳里|问此中何处|芰荷深渔人指|清时事|羁游意|尽付与|狂歌醉|有多才南|阮自为知己|不似朱公江海去|未成陶令田园计|便楚乡风景|胜吾乡何人对,"5,6,5,6,7,7,5,6,3,3,3,3,4,5,7,7,5,6","5,6,5,6,7,7,5,6,3,3,3,3,4,5,7,7,5,6",18,93,False,,词
,晁补之,古阳关・阳关引,宋代,词,暮草|蛩吟噎|暗柳|萤飞灭|空庭雨过西|风紧飘黄叶|卷书帷寂静|对此伤离别|重感叹中秋|数日又圆月|沙觜樯杆|上淮水阔|有飞凫客词|珠玉气冰雪|且莫教皓月|照影惊华发|问几时清尊|夜景共佳节,"2,3,2,3,5,5,5,5,5,5,4,4,5,5,5,5,5,5","2,3,2,3,5,5,5,5,5,5,4,4,5,5,5,5,5,5",18,78,False,,词
,晁补之,玉蝴蝶,宋代,词,暗忆少年豪气|烂南国蓬岛风光|醉倚吴王宫|殿不解悲凉|舞犹慵小腰似柳|歌尚怯娇语如簧|好|林塘|玳筵留住|彩舫携将|清|狂|扬州一梦中山|千日名利都忘|细数从前眼|中欢事尽成伤|去船迷乱花流水|遗佩悄寒草空江|黯|愁肠|暮云吟断|青鬓成霜,"6,7,5,5,7,7,1,2,4,4,1,1,6,6,5,6,7,7,1,2,4,4","6,7,5,5,7,7,1,2,4,4,1,1,6,6,5,6,7,7,1,2,4,4",22,98,False,,词
,晁补之,安公子,宋代,词,柳老|荷花尽|夜来霜|落平湖净|征雁横天鸥|舞乱鱼游清镜|又还是当年|我向江南兴|移画船深|渚蒹葭映|对半篙碧水|满眼青山魂凝|一番|伤华鬓|放歌狂|饮犹堪逞|水驿孤帆明|夜事此欢重省|梦回处诗塘|春草愁难整|官情与归|期终朝竞|记它年相访|认取斜川三迳,"2,3,3,4,5,6,5,5,4,4,5,6,2,3,3,4,5,6,5,5,4,4,5,6","2,3,3,4,5,6,5,5,4,4,5,6,2,3,3,4,5,6,5,5,4,4,5,6",24,104,False,,词
