id,title,author,dynasty,genre,poem_type,sentences_simplified,meter_pattern,hash,words
bcb44c01-cf96-4bf3-b7db-0252c2310a03,江西宗派,鄭天錫,唐,诗,七言律诗,西江一水活春茶 寒谷青灯夜拨花 人比建安多作者 诗从元祐总名家 宫商迭奏弦边雁 鼓吹都惭井底蛙 身在天南心太史 几番搔首夕阳斜,"7,7,7,7,7,7,7,7",77f403150710b18884ae2d1d1a228f9f,西江 一 水 活 春茶 寒谷 青灯 夜 拨 花 人比 建安 多 作者 诗 从 元 祐 总 名家 宫商 迭 奏 弦 边雁 鼓吹 都 惭 井底蛙 身 在 天南 心 太史 几番 搔首 夕阳 斜
571ebf5e-017a-47ad-98e9-9b72ef71bdcf,歸州竹枝詞,無名氏,唐,诗,七言绝句,人鲊瓮头波放颠 两岸青山青插天 篙师力尽客破胆 茅屋老翁方醉眠,"7,7,7,7",711d91b6845748e317a9f74f69e94602,人 鲊 瓮 头 波 放 颠 两岸 青山 青 插 天 篙 师 力尽 客 破胆 茅屋 老翁 方醉 眠
5e8988e3-56f6-4427-aa5c-6bb67f4073dd,休洗紅,潘葛民,唐,诗,杂言,休洗红 洗多红色浅 不似妾挼蓝 挼蓝手先染 蓝深如妾心 郎心红不禁 去去趁春华 封侯早还家 愿作兔丝蔓 莫学菖蒲花,"3,5,5,5,5,5,5,5,5,5",7ac8dadd08926ade817e43a09b22aa97,休洗 红 洗 多 红色 浅 不似 妾 挼 蓝 挼 蓝 手 先 染 蓝深 如 妾 心 郎心 红 不禁 去去 趁 春华 封侯 早 还 家 愿作 兔丝 蔓 莫学 菖蒲 花
07a9ed73-f935-4c9e-bf2a-ac58945f5ef0,蝴蝶花,潘葛民,唐,诗,杂言,风光白日长 蝴蝶飞过墙 飞飞不停去何忙 墙外谁家菜花黄 出门不知南陌路 心随蝴蝶寻郎处,"5,5,7,7,7,7",22fcc689d92d0215e328d9ce9dfe0dbd,风光 白日 长 蝴蝶 飞过 墙 飞飞 不停 去 何忙 墙外 谁家 菜花 黄 出门 不知 南 陌路 心 随 蝴蝶 寻郎 处
d4af66ce-4947-41be-87c2-c621cfa409ff,舟中聞木犀,李叔達,唐,诗,七言绝句,地近孤城水合流 天风吹下广寒秋 岩花似喜幽人至 先遣清香到小舟,"7,7,7,7",8a19131c31d7f50372677fcd35ef39aa,地 近 孤 城水 合流 天 风吹 下 广寒 秋 岩花 似 喜 幽人 至 先遣 清香 到 小舟
0ad09706-7282-40a5-b304-27efc79f2bed,雪夜問梅,姜補之,唐,诗,七言绝句,一年春事五更初 梦觉寒香乍有无 门外不知深浅雪 只应消瘦玉肌肤,"7,7,7,7",d79db9b6b7113903b0acce07e7e90c25,一年 春 事 五更 初 梦觉 寒香 乍 有无 门外 不知深浅 雪 只 应 消瘦 玉 肌肤
6d7febce-24e9-4c43-8b02-8dbfc119eb7d,過臨平,黄復之,唐,诗,五言律诗,孤踪逐浪萍 几度过临平 人语水相应 帆移山倒行 鹭飞秋屿冷 虹饮晚川明 不是凭诗句 丹青写得成,"5,5,5,5,5,5,5,5",a7fe0a2b209352e61ed52289b085c46d,孤踪逐浪 萍 几度 过临 平 人语 水 相应 帆 移山 倒 行 鹭 飞秋屿 冷 虹 饮 晚 川明 不是 凭 诗句 丹青 写 得 成
8b6c2c95-b14e-4d79-84fe-eba98b55a05f,題扇面六言,黄復之,唐,诗,杂言,峡束天围渐小 林穿日脚微明 竹居有径谁扫 水碓无人自鸣,"6,6,6,6",3cf5b66cca83d766dae4953d79d1f74d,峡束 天围 渐 小 林 穿 日 脚 微明 竹居 有 径 谁 扫 水碓 无人 自鸣
9cc05450-c380-4d6c-95dd-e19eba053d40,浙江晚眺,黄復之,唐,诗,五言律诗,越口对吴头 风烟画出秋 帆遥疑不动 鸥下若相投 云敛山争出 潮生水逆流 平生得意处 杯酒凭江楼,"5,5,5,5,5,5,5,5",3da42bd370e485a64c48160fb845ab8a,越口 对 吴 头 风烟 画 出 秋 帆 遥疑不动 鸥 下 若 相投 云敛山 争出 潮 生水 逆流 平生 得意 处 杯酒 凭 江楼
bb3f37c6-89bc-41b5-acb4-d6425c376f84,德清道中,黄復之,唐,诗,杂言,天寒岁晚江湖客 一段风烟画卷昏 聚蟹声喧枯苇 艹断 飞鸿影落断桥村 归云寺带翠微暝 逆水帆拖白漾浑 东去西来见鸥伴 盟寒祇有愧心存,"7,7,6,2,7,7,7,7,7",4a6968b60a3a0931c5ac241c4ad57287,天寒 岁晚 江湖 客 一段 风烟 画卷 昏 聚蟹 声 喧 枯苇 艹 断 飞鸿 影落 断桥 村 归 云寺 带 翠微 暝 逆水 帆 拖 白漾浑 东去 西来 见 鸥 伴 盟 寒 祇 有愧 心存
4263fcf2-3864-4b89-a17b-e471bb3ec89f,晚秋山中,黄復之,唐,诗,七言律诗,琅然笑语响空山 两袖清风倚曲栏 木落顿惊秋色逈 竹高先觉晚西寒 年华流水声中去 世事浮云影里看 载酒登临真解事 人间不似醉乡宽,"7,7,7,7,7,7,7,7",69d06896eafc4c2de13a7e6709642db4,琅然 笑语 响 空山 两袖清风 倚 曲栏 木落顿 惊 秋色 逈 竹 高 先觉 晚 西寒 年华 流水声 中 去 世事 浮云 影里 看 载酒 登临 真 解事 人间 不 似 醉乡 宽
67bdf3e0-c1d2-49bd-a2f2-c45ce022dcea,滕王閣,黄復之,唐,诗,七言古体,飞阁岧峣倚天半 千里秋毫掌中看 城下江声铁马行 梁间日影金蛇窜 词客寂寥光景闲 秀色不改惟西山 朝来敛黛作眉语 问此风月何当还 便须领略追绝唱 终古发扬无尽藏 惜哉元婴不读书 笔端祇作蛱蝶图,"7,7,7,7,7,7,7,7,7,7,7,7",6bff89b16bf48c8f6f2b081bcf1a6f73,飞 阁 岧 峣 倚天 半 千里 秋毫 掌中 看 城下 江声 铁马 行 梁间 日影 金蛇 窜 词客 寂寥 光景 闲 秀色 不 改 惟 西山 朝 来敛 黛作眉 语 问 此 风月 何当 还 便 须 领略 追 绝唱 终古 发扬 无尽 藏 惜哉 元婴 不 读书 笔端 祇 作 蛱蝶 图
f3da9872-68b1-4ddd-9a65-141f161fd9b5,題采石蛾眉山,無名氏,唐,诗,七言绝句,一岛烽烟斡怒流 燃犀捉月两悠悠 蛾眉中划三千丈 不著人间半点愁,"7,7,7,7",c47a46609dd93ba2dc954e600bdb3fa4,一 岛 烽烟 斡怒 流 燃犀 捉 月 两 悠悠 蛾眉 中划 三千丈 不著 人间 半点 愁
011d123a-3678-476c-b4fe-1ad07aa8b529,贈翌上人,釋鑒微,唐,诗,五言律诗,京寺别来久 高斋近海隅 引禅秋磬动 照像夜灯孤 爱水开新沼 思山挂旧图 他时如结社 许继远公无,"5,5,5,5,5,5,5,5",eca5002bacc6874c1b0e15fd7f97ab2c,京寺 别 来 久 高斋 近海 隅 引禅 秋磬 动 照像 夜 灯 孤 爱水 开新 沼 思山 挂 旧 图 他时 如 结社 许继远 公无
0d0fde60-81ce-476b-ab64-2930ed4b7042,送淳上人歸故山,釋鑒微,唐,诗,五言律诗,旧隠频关念 秦吴忽倦游 离亭逢落日 归路隔沧洲 苔徧安禅石 松侵待月楼 重栖上方夜 欹枕瀑声秋,"5,5,5,5,5,5,5,5",f9a7b116fd7efec57c18fc285908a24a,旧 隠 频 关念 秦吴 忽 倦游 离 亭 逢 落日 归路 隔 沧洲 苔 徧 安 禅 石 松 侵待 月 楼 重栖 上方 夜 欹 枕 瀑声 秋
ea364a4a-2b89-444b-b2e5-a3e27682952b,客愁,釋惠璉,唐,诗,七言绝句,向来春兴自不浅 老去客愁还复深 半夜蜀禽呼梦破 柳风桃雨总关心,"7,7,7,7",c272e717779d1f9db0b2cc03f4cfaff2,向来 春兴自不浅 老 去 客愁 还 复深 半夜 蜀 禽 呼梦 破 柳风桃 雨 总 关心
fb4b69e3-4fbd-4d76-8649-eb3b3fed7892,古意,釋惠璉,唐,诗,七言绝句,杏花枝头蛱蝶飞 似郎游冶忘归时 杏花落尽蛱蝶去 郎不归来向底嬉,"7,7,7,7",f1cb6f487bb4cf3045d7c2d4cec53c5d,杏花 枝头 蛱蝶 飞 似 郎 游 冶 忘 归 时 杏花 落尽 蛱蝶 去 郎 不 归来 向底 嬉
eb4822a3-3b65-4bde-b7d6-e159bed9bb41,別趙莘老,釋惠璉,唐,诗,杂言,十里青山照眼 一篷疏雨催诗 记取江边作别 烟村梅子黄时,"6,6,6,6",956bedc337c91e5a416c12fa9e238358,十里 青山 照眼 一 篷 疏 雨 催 诗 记取 江边 作别 烟村 梅子 黄时
154cbcd2-2748-4ccf-8f3a-4ff08e0402c2,書楶上人庵,釋惠璉,唐,诗,七言绝句,雨余野禽声断续 清阴碧流遶茅屋 道人乞食晚未归 独向残阳淡云木,"7,7,7,7",67a14de0dee9637c2b1b951844a924f7,雨余 野禽 声 断续 清 阴 碧 流 遶 茅屋 道人 乞食 晚 未归 独向 残阳 淡云 木
da16614f-8207-4edb-9096-0a959dcda38a,野月,釋惠璉,唐,诗,五言绝句,野月今宵满 小庭人共瞻 却愁人去后 残魄独窥簷,"5,5,5,5",9219fd2fc6a6d2a79df9ef1eaa866c3f,野 月 今宵 满 小庭 人 共 瞻 却 愁 人 去 后 残魄独窥簷
003ab870-63da-4374-9971-98ea27a6bc45,多雨,釋惠璉,唐,诗,五言绝句,尽道春多雨 伤摧花易空 不知春态度 尤在雨阴中,"5,5,5,5",9db4ec14809a923728ecef74043833aa,尽道 春多雨 伤 摧花 易空 不知 春 态度 尤在雨 阴中
2c58344c-e7a7-409b-820b-71c2bdc40061,舟行寒江曲港,釋惠璉,唐,诗,七言律诗,扬帆出浦又入浦 转盼顺风还逆风 芦叶萧萧两岸合 蓼花细细一川红 鸥兼野鹜冲行棹 浪挟汀沙打卧篷 行李向来吾自决 漫将晴雨问渔翁,"7,7,7,7,7,7,7,7",e96c69a23e0dad650d6ce95baa1a4493,扬帆 出浦 又 入 浦 转盼 顺风 还 逆风 芦叶 萧萧 两岸 合 蓼花 细细 一 川红 鸥 兼野鹜 冲行 棹 浪挟 汀沙 打 卧篷 行李 向来 吾 自决 漫 将 晴 雨 问 渔翁
5d9a3d6d-1f9a-4e96-9385-1c7ca443aa3b,梅花,釋惠璉,唐,诗,杂言,梦断笛悲风渚 吹阑月淡烟村 空想暗香靓色 难招□□□魂,"6,6,6,6",b600308f9ab4341059d1a1500ead4873,梦断 笛 悲风 渚 吹 阑 月 淡 烟村 空想 暗香 靓色 难 招 □ □ □ 魂
ea3818a6-b323-445d-9a94-02b94e147d6b,句,釋惠璉,唐,诗,七言古体,瘦倚疏篁半出墙,7,1d5c2619c60083a754df69f33b3b528f,瘦 倚 疏 篁 半出 墙
9fce35ba-944e-4a21-95e5-ae1e38df3e72,青城山觀,釋楚巒,唐,诗,七言律诗,静见门庭紫气生 前山岚霭入楼青 玉坛醮罢鬼神喜 金鼎药成鸡犬灵 岩下水光分五色 壶中人寿过千龄 何当一日抛凡骨 骑取苍龙上杳冥,"7,7,7,7,7,7,7,7",564e1964798582b3e55d5524e1657aa0,静见 门庭 紫气 生 前 山岚 霭 入 楼 青 玉坛 醮 罢 鬼神 喜 金鼎 药 成 鸡犬灵 岩 下水 光分 五色 壶 中 人寿 过千龄 何 当 一日 抛凡骨 骑取 苍龙 上 杳 冥
df0eb442-c25b-4448-ae96-4fc4423b2170,春,釋楚巒,唐,诗,七言绝句,滩漱金沙过枕前 雨丝斜织面尘烟 绿杨红杏宜寒食 紫燕黄鹂聒昼眠,"7,7,7,7",23304930004a24c4fabf704f00c546ed,滩 漱 金沙 过 枕前 雨丝 斜织面 尘烟 绿 杨红杏 宜 寒食 紫燕 黄鹂 聒 昼 眠
dad733ca-dcde-4578-9d41-79819e5c51a8,隠逸,釋楚巒,唐,诗,七言绝句,杖屦独游栽药圃 琴樽多在钓鱼船 晚来花下敲门者 不是神仙即酒仙,"7,7,7,7",e428356b78255b530405fcb06624182c,杖 屦 独游 栽 药 圃 琴 樽 多 在 钓鱼 船 晚来 花下 敲门 者 不是 神仙 即 酒仙
b4ccfa29-8aaf-4f1e-95e7-e23ef12276bb,句,釋楚巒,唐,诗,七言古体,临水鹤窥行道影 隔云僧认读书声,"7,7",fa3bebf48fd5f1a43f97950615b197cd,临 水鹤 窥行 道 影 隔 云僧 认 读书声
958b8487-2691-4c8c-a612-84d61e194ee4,石佛寺,釋南越,唐,诗,五言律诗,松竹行才尽 香城绝世尘 倚岩开半殿 凿石见全身 钟鼓中天晓 烟花上界春 出门重稽首 愿值下生辰,"5,5,5,5,5,5,5,5",a11699886cdf5075f53a3b63606df55f,松竹行 才 尽 香城 绝世 尘 倚 岩 开 半 殿 凿石 见 全身 钟鼓 中天 晓 烟花 上界 春 出门 重 稽首 愿值 下 生辰
21f888a3-7c2f-43f0-ab29-0ef4fd24729e,登閣,釋清晦,唐,诗,五言律诗,小阁称幽隠 登临眺晚晴 暮云埋落日 寒树夹孤城 鸟道穿山色 人烟隔水声 自怜疏散意 多不计浮名,"5,5,5,5,5,5,5,5",5ead65d0b0c7555df3b6c5cba973cc30,小阁 称 幽 隠 登 临眺 晚晴 暮云 埋 落日 寒树 夹 孤 城 鸟道 穿 山色 人烟 隔 水声 自怜 疏散 意 多 不计 浮名
5d96a88b-b29e-4804-bd13-c655455b17fd,寄禮導師,釋希雅,唐,诗,五言律诗,掩关名自远 鲸浪阻相寻 讲罢唯澄虑 孤峰祇此心 柏烟秋榻静 莲漏夜堂深 尽仰鄞江上 清风继道林,"5,5,5,5,5,5,5,5",09594f5e133041469e148d0d2a67f56b,掩关 名 自远 鲸 浪阻 相寻 讲 罢 唯 澄虑 孤峰 祇 此 心 柏烟秋 榻 静 莲 漏夜 堂 深 尽 仰 鄞江 上 清风 继道 林
