id,title,author,dynasty,genre,poem_type,sentences_simplified,meter_pattern,hash,words
8883e52e-17bc-47fe-b321-bbc7b1d1e7dc,远叹,晁说之,唐,诗,七言绝句,白发飘零远可嗟 百年居屋在京华 海涯更比天涯远 星斗沈沈入海涯,"7,7,7,7",ba2d555125ca8a5bba160f0614805d5b,白发 飘零 远 可 嗟 百年 居屋 在 京华 海涯 更 比 天涯 远 星斗 沈沈 入海 涯
5a79ebc8-1b09-4b06-8a14-9257046bf148,奈我,晁说之,唐,诗,五言律诗,奈我所安何 无烦问所过 潮声云外散 花色醉中多 京国昨宵梦 边城几日歌 功名悮男子 必使愧云萝,"5,5,5,5,5,5,5,5",fe86889b49eabf88166d647ccea6a052,奈 我 所 安 何 无烦问 所过 潮声 云 外 散 花色 醉 中 多 京国 昨宵 梦 边城 几日 歌 功名 悮 男子 必 使愧 云萝
c3f60a43-0709-4ec2-bbff-c1bac029a3c8,题公震小景,晁说之,唐,诗,七言绝句,万古兴亡归白鹭 一时舒惨在青山 与君都下太平日 岂料思君鼙鼓间,"7,7,7,7",d3b05b9c0e451775f601c947a3d751ca,万古 兴亡 归 白鹭 一时 舒惨 在 青山 与 君 都 下 太平 日 岂料 思君 鼙 鼓间
07c776ad-f24d-49b0-9b8e-813ca9d21c0f,四顾,晁说之,唐,诗,七言律诗,四顾荒荒孰我容 百为深省亦何从 江山风雨愁皆满 天地波涛恨未穷 宁使衰容添白发 难将世态入青嵩 飘然已作东游计 康乐繙经待厥终,"7,7,7,7,7,7,7,7",fd77cd2d9841305275e5509a5e2798bd,四顾 荒荒 孰我容 百 为 深省 亦何 从 江山 风雨 愁皆满 天地 波涛 恨未穷 宁 使 衰容 添 白发 难 将 世态 入 青嵩 飘然 已 作东 游计 康乐 繙 经 待 厥 终
88bd682e-640e-4919-bdf3-66ba6345915f,怀旧,晁说之,唐,诗,五言律诗,伊昔升平事 中州见最先 洛花凝晓月 巩树霭寒烟 相业归貂宠 胡尘溺汉天 几多垂白叟 涕泪日潸然,"5,5,5,5,5,5,5,5",5766da17d7934848b70cc9dec7f1c59a,伊昔 升平 事 中州 见 最先 洛花 凝晓月 巩树霭 寒烟 相业 归 貂 宠 胡尘 溺 汉天 几多 垂 白叟 涕泪 日 潸然
6d8beb76-288f-4125-9787-7c8b46126de7,赠京师少年在海陵者,晁说之,唐,诗,七言绝句,夷门子弟逞豪华 不忿西京谷雨花 走马城东玉仙醉 着身海角敢咨嗟,"7,7,7,7",4a51055aa6f09b1f4aa74ce97367bf3a,夷门 子弟 逞 豪华 不忿 西京 谷 雨花 走马 城东 玉仙醉 着身 海角 敢 咨嗟
369fb5fa-d496-4f73-a857-d44166e9cc62,海陵书事,晁说之,唐,诗,七言律诗,今古悠悠嘉上同 徒令客子恨无穷 竹椽泥压清虚节 苇爨香殊忠厚风 腾倚百年麋鹿外 波澜一日鳯皇中 可怜仙驭频来往 从此相传第几翁,"7,7,7,7,7,7,7,7",878f17e6233d77290d69705cc0686bf6,今古 悠悠 嘉 上 同 徒令 客子 恨 无穷 竹 椽 泥压 清虚 节 苇 爨 香殊 忠厚 风 腾 倚 百年 麋鹿 外 波澜 一日 鳯 皇 中 可怜 仙驭频 来往 从此 相传 第几 翁
5f53cc1d-cbf7-455c-9902-a95ad3766556,愁,晁说之,唐,诗,七言绝句,扬州枉矢何时弭 涿野蚩尤尚未俘 底处愁城能著我 风为愁骑雨愁车,"7,7,7,7",09825508535315a899e1833c396b27b6,扬州 枉 矢 何时 弭 涿野 蚩尤 尚未 俘 底处 愁城 能著 我 风为 愁 骑雨 愁车
5773ced4-37c4-4d4f-92c8-8033827479c0,高二承宣以长句饷新茶辄次韵为谢  其一,晁说之,唐,诗,七言律诗,春风伴我到僧家 叹息无名供佛花 刘子枕糟非枕酒 陆生论水不论茶 少多何必求玄鹄 一二唯当较白沙 更恨老年难得睡 因君茗粥恨无涯,"7,7,7,7,7,7,7,7",81bb3179678e1060badb2ed40437eacc,春风 伴 我 到 僧家 叹息 无名 供佛 花 刘子枕 糟非 枕酒 陆生 论水 不论 茶 少多 何必 求 玄鹄 一二 唯 当较 白沙 更 恨 老年 难得 睡 因 君 茗 粥 恨 无涯
259c8afa-5d42-4732-8227-35e3cab2d63b,高二承宣以长句饷新茶辄次韵为谢  其二,晁说之,唐,诗,七言律诗,信美江山非我家 兴亡忍问后庭花 明时不见来求女 俭德唯闻罢贡茶 鹢首千重能破浪 马蹄万里正便沙 烦君识取人才尽 白首飘零漫海涯,"7,7,7,7,7,7,7,7",aa79ba5f3a71a070b95a138d1e66645f,信美 江山 非 我家 兴亡 忍问 后庭花 明 时 不见 来求 女 俭 德 唯闻 罢 贡茶 鹢 首 千重 能 破浪 马蹄 万里 正便 沙 烦 君识 取 人才 尽 白首 飘零 漫海涯
9919481c-6949-4752-a41b-f670aa1b6cc4,为客,晁说之,唐,诗,七言律诗,为客淮南望上京 祥烟不远恨峥嵘 居人避湿开门晚 宿鸟眠寒择木惊 波浪无时潮失信 关河有盗梦非情 不知归计何从得 碧颍青嵩画未成,"7,7,7,7,7,7,7,7",61d6a56efbfaec210dd363c014404a89,为 客 淮南 望 上京 祥 烟 不远 恨 峥嵘 居人 避湿 开门 晚 宿鸟 眠寒择木惊 波浪 无时 潮 失信 关河 有 盗 梦 非 情 不知 归计 何 从得 碧颍青 嵩 画 未成
a817cee3-8103-44d8-979c-0a0f68e01a44,感旧,晁说之,唐,诗,七言律诗,田园几亩豆苗新 卒岁闲居百虑真 不日频逢中酒客 何时曾禁折花人 谁夸玉帛奔侯服 自喜樵苏入帝𬮱 回首龙蛇纷起陆 却垂涕泪问胡尘,"7,7,7,7,7,7,7,7",46f745033878583c96c2e456bd67f515,田园 几亩 豆苗 新 卒岁 闲居 百虑 真 不 日频 逢 中 酒客 何时 曾禁 折 花人 谁 夸 玉帛 奔 侯 服 自 喜樵苏 入帝 𬮱 回首 龙蛇 纷起 陆 却 垂 涕泪 问 胡尘
9e1e50b7-627e-42c6-a636-919be38dc0de,谢徐师川寄江茶四小瓶,晁说之,唐,诗,七言律诗,举世卑陬鬭小车 若人何处逞豪华 梦魂恨着后庭树 诗句清余双井茶 默默嘲雄舒锦绣 申申骂屈杂龙虵 不烦更籍韦弦力 望出河东性不奢,"7,7,7,7,7,7,7,7",4d3d115473d01a738d19266f8144a97b,举世 卑 陬 鬭 小车 若人 何处 逞 豪华 梦魂 恨 着 后庭 树 诗句 清 余双 井 茶 默默 嘲雄 舒 锦绣 申申 骂 屈 杂 龙 虵 不烦 更 籍 韦弦力 望出 河东 性 不 奢
e5d8a9f6-e6b5-4d9a-abc1-9208dcc8946d,依韵和高二承宣歙墨长句,晁说之,唐,诗,七言律诗,妙句之来墨妙同 信知吾道未全穷 岂容短棹千年恨 不贮长江五月风 眷恋孔鸾嗟叹外 磨研胶漆笑歌中 为予留取沧浪道 使挈儿童学钓翁,"7,7,7,7,7,7,7,7",118bb2863273e4264f71509f50fca0d7,妙句 之来 墨妙 同 信知 吾 道 未 全 穷 岂容 短 棹 千年 恨 不 贮 长江 五月 风 眷恋 孔鸾 嗟叹 外 磨 研 胶漆 笑歌 中 为予 留取 沧浪 道 使挈 儿童 学 钓 翁
342e2faf-3ef2-4ceb-81fb-813fccf91952,池头,晁说之,唐,诗,七言绝句,长夏悠悠百计非 可怜北客制南衣 池头风晚萍根合 何处杨花不得归,"7,7,7,7",e1ffdc661cf769d9cbc4c2685eb5c3d4,长 夏 悠悠 百计 非 可怜 北客 制南衣 池 头 风 晚 萍根 合 何处 杨花 不得 归
858cf8a5-3a7c-410b-b33d-b11a082d6f79,视蕴文,晁说之,唐,诗,七言律诗,飘零海角悟平生 岂料王孙肯远行 迟日待君游化国 凄风要我到愁城 诗书灰烬宁无梦 翰墨馨香尚有情 闻道东京已返跸 箕云缑月得秋耕,"7,7,7,7,7,7,7,7",153e9b34d0f1b8c3d7571e841a58adec,飘零 海角 悟 平生 岂料 王孙 肯 远行 迟 日 待 君 游化 国 凄风 要 我 到 愁城 诗书 灰烬 宁无梦 翰墨 馨香 尚有情 闻道 东京 已 返跸 箕 云 缑 月 得 秋耕
926656c7-064c-4ce0-82ce-ba3afe9c65cf,观逋翁执花曲作,晁说之,唐,诗,七言绝句,万国归随尽细侯 阿𡡉只解爱扬州 锦帆明日知何处 不得龙门洛水游,"7,7,7,7",defe1511d2b6fea8bf3e13cce415e8c5,万国 归随 尽 细侯 阿 𡡉 只 解爱 扬州 锦帆 明日 知 何处 不得 龙门 洛水 游
c311c536-0ad8-435b-be96-53c6bce43139,次韵师川郎中寄墨长句,晁说之,唐,诗,七言律诗,人人垂首相公前 独子低眉古简编 江上新吟何慷慨 世间旧恨细穷研 故知小子能封国 亦信长人解说天 寄墨虞卿著书喜 不教茶到恐妨眠,"7,7,7,7,7,7,7,7",c0a2452c3d22bf966dfa2399fee730c7,人人 垂首 相公 前 独子 低眉 古 简编 江上 新吟 何 慷慨 世间 旧恨 细穷 研 故知 小子 能 封 国 亦 信长 人 解说 天 寄 墨虞卿 著书 喜 不 教 茶 到 恐 妨眠
c815972a-9411-411c-b200-6c5287671fc5,夜坐,晁说之,唐,诗,五言律诗,氛浊暑伏叹 夜久神宇清 鱼跃远池响 萤飞深竹明 扬州妙歌舞 驻跸盛公卿 植杖看牛斗 今年当太平,"5,5,5,5,5,5,5,5",5df6ad0fa865e97c6fe9e28850ef4a4c,氛浊暑 伏叹 夜久 神宇 清 鱼跃 远 池 响 萤飞深 竹明 扬州 妙 歌舞 驻跸 盛 公卿 植杖 看 牛 斗 今年 当 太平
46869059-6742-4008-84d5-1432720d13f5,日暮池上,晁说之,唐,诗,五言律诗,客子难为夏 池塘眼暂开 莲房随月倚 萍阵信风来 自喜亲茶杓 无烦问酒杯 故人行在乐 献纳有云台,"5,5,5,5,5,5,5,5",eb6aac94e60c671aa2e892f095580850,客子 难为 夏 池塘 眼 暂开 莲房 随 月 倚 萍 阵 信风 来 自 喜亲 茶 杓 无烦 问 酒杯 故人 行 在 乐 献纳 有 云台
4f42fb59-b200-4ba1-a67f-215560a504ae,秋叹,晁说之,唐,诗,七言律诗,为起秋风有所怀 江头秋色信多哉 孔明何岁荆州去 乐毅即时燕国来 今古悠悠共涕泪 江山寂寂尽尘埃 麒麟阁上功名士 闻道其中有不才,"7,7,7,7,7,7,7,7",6083981dfda5d39d559a9f8dcfd640d4,为 起 秋风 有所 怀 江头 秋色 信多哉 孔明 何 岁 荆州 去 乐毅 即 时燕国 来 今古 悠悠 共 涕泪 江山 寂寂 尽 尘埃 麒麟 阁 上 功 名士 闻道 其中 有 不 才
