id,title,author,dynasty,genre,poem_type,sentences_simplified,meter_pattern,hash,words
b1128519-9d5c-40ce-9791-bb926031228d,贈王筌,龔原,唐,诗,七言绝句,华阳新报便门板 应为高人受箓来 试问玉门砂远近 未饶元放是仙才,"7,7,7,7",145f88324c02430a71fb26852f5157cc,华阳 新报 便 门板 应为 高人 受箓 来 试问 玉门 砂 远近 未 饶 元 放 是 仙 才
d5ad23dd-7b77-48bb-814e-ed33208a8189,句,龔原,唐,诗,五言古体,吾邑毛生者 画格妙入神,"5,5",20db930b7f4c8f6d8195e52f1bb04c7f,吾 邑 毛 生者 画格 妙 入神
c9fd1378-18ec-4e9d-9bf2-22e02fbb60de,送程給事知越州,黄顔,唐,诗,七言律诗,参天楼阁翠回环 暂拥旌旄笑解颜 久想高怀厌车马 更缘吟兴属江山 清时独往逍遥地 美政能成指顾问 行恐便膺宣室召 都人期见捧书还,"7,7,7,7,7,7,7,7",65923f588d4d233164f84233445baae3,参天 楼阁 翠 回环 暂 拥 旌旄笑解颜 久 想 高 怀厌 车马 更缘吟 兴属 江山 清时 独往 逍遥 地 美政能 成指 顾问 行恐 便 膺 宣室 召 都 人期 见 捧 书 还
8a9028f6-def1-4319-bd5b-df52f05b4831,詩呈同院諸公  其一,曹輔,唐,诗,五言律诗,十岁湖湘客 淹留何所依 清名汉阁在 他夜楚帆归 落日三秋晚 浮生一笑稀 每烦贻秀句 真似暗投玑,"5,5,5,5,5,5,5,5",179cf4d4ed508a372d7bb36f3860fc7f,十岁 湖湘 客 淹留 何所依 清名 汉阁 在 他 夜 楚帆 归 落日 三秋 晚 浮生 一 笑 稀 每 烦 贻 秀 句 真似 暗 投玑
c4c2d254-8137-439b-b2cf-c2e82924fcdc,詩呈同院諸公  其二,曹輔,唐,诗,五言律诗,妙论凌朝彻 高文敌夜光 𪸩煌照群玉 缥缈绝飞梁 得句题青竹 围棋换紫囊 相从愧衰朽 湖海兴偏长,"5,5,5,5,5,5,5,5",3806744e73f6ead6906a6185b1ce3f73,妙论 凌朝 彻 高文敌 夜光 𪸩 煌 照 群 玉 缥缈 绝 飞 梁 得 句题 青竹 围棋 换 紫囊 相 从愧 衰朽 湖 海兴 偏长
beda8002-5f74-4429-a8ac-e88d0603c194,詩呈同院諸公  其三,曹輔,唐,诗,五言律诗,富贵心非愿 山林首重回 拂衣清世外 筑室白云隈 杜口同摩诘 忘形学子来 斯游行欲遂 聊此接群才,"5,5,5,5,5,5,5,5",f83a950c35b75253fe95e17bdf990f11,富贵 心非愿 山林 首 重回 拂衣 清 世外 筑室 白云 隈 杜口 同 摩诘 忘形 学子 来 斯 游行 欲 遂 聊 此 接 群 才
75b82680-a184-41ec-af66-c0e59b72894b,秋日同文館詩  其一,曹輔,唐,诗,五言律诗,别馆朋簪盍 华堂燕俎齐 手香思露橘 齿冷怯冰梨 桐影迷金井 苔痕上壁题 共怜今夜月 亦解照秋闺,"5,5,5,5,5,5,5,5",1561da826098766a559101223e19b7b1,别馆 朋簪 盍 华堂 燕俎齐 手香 思露 橘 齿冷 怯 冰 梨 桐 影迷 金井 苔痕上 壁题 共怜 今夜 月 亦 解照 秋闺
7ef57ad0-9546-4bd0-9e30-bbd28751ddeb,秋日同文館詩  其二,曹輔,唐,诗,五言律诗,平生诗酒兴 缩手少年场 谁敌江河量 争看锦绣章 论才皆国器 满袖尚天香 欲写弘文士 风流有长康,"5,5,5,5,5,5,5,5",6435315305676f3cde9d2b9dab75f0e8,平生 诗 酒兴 缩手 少年 场 谁 敌 江河 量 争看 锦绣 章 论才 皆 国器 满袖 尚天香 欲 写 弘 文士 风流 有 长康
5213de46-72f5-4c1d-bc0a-98552a3ebff6,秋日同文館詩  其三,曹輔,唐,诗,五言律诗,开口曾吟凤 临池岂厌鸡 诗豪杜工部 墨妙庾征西 归及黄花在 能忘彩笔题 醉游须烂漫 莫惜锦障泥,"5,5,5,5,5,5,5,5",6d265f04e0f766a299d9f70ea7740ca0,开口 曾吟凤 临池 岂厌鸡 诗豪 杜工部 墨妙 庾征西 归及 黄花 在 能 忘 彩笔 题 醉游 须 烂漫 莫惜锦 障泥
bfc1a90c-82b7-4634-a35d-5d036e595faa,和鄧慎思未試即事雜書  其一,曹輔,唐,诗,五言律诗,空庭秋色晚 风露入重闱 白发已无数 故山犹未归 江湖千里月 砧杵万家衣 把镜西风里 低徊志愿违,"5,5,5,5,5,5,5,5",a95efe2a2fe78f8a82064655b05f6e9c,空庭 秋色 晚 风 露入 重闱 白发 已 无数 故山 犹 未归 江湖 千里 月 砧杵 万家 衣 把 镜 西风 里 低徊 志愿 违
88907a29-a3fd-4733-bbdd-1ce47a1ee667,和鄧慎思未試即事雜書  其二,曹輔,唐,诗,五言律诗,邓子诗成癖 苦吟秋夜长 江山得奇秀 风月借清凉 郢曲高难和 骚人兴未忘 从君乞余教 换骨有僊方,"5,5,5,5,5,5,5,5",5d7c5c3e866d45adde1afc2fcc31da93,邓子诗 成 癖 苦吟 秋夜 长 江山 得 奇秀 风月 借 清凉 郢 曲 高难 和 骚人 兴未忘 从 君 乞余 教 换 骨 有 僊 方
999132b1-7d8b-43c1-8e68-2ba1c9c85b55,和鄧慎思未試即事雜書  其三,曹輔,唐,诗,五言律诗,骢马何时到 重闱计日开 迎门稚子笑 载酒故人来 休沐犹三日 狂歌且百杯 祥麟秋苑静 更约看龙媒,"5,5,5,5,5,5,5,5",ebf37ec038a45ec31d80700b19d18f13,骢 马 何时 到 重闱 计日 开 迎门 稚子 笑 载酒 故人 来 休沐 犹 三日 狂歌 且 百杯 祥麟秋 苑静 更约 看 龙 媒
a3ec6749-1927-4267-84c5-9cd24ec1bd73,詩呈同院後至諸公,曹輔,唐,诗,五言律诗,同文秋已半 帘幕燕初回 议论皆先觉 衰迟愧后来 文衡那敢与 谈柄且容陪 谁掘丰城剑 光铓彻斗魁,"5,5,5,5,5,5,5,5",f8d60cfbcc83abfda9aea27d0276f12b,同文秋 已半 帘幕 燕初 回 议论 皆 先觉 衰 迟愧 后来 文衡 那 敢 与 谈柄 且 容 陪 谁 掘 丰城 剑 光铓彻斗魁
1139e63e-2085-48e1-a8c5-4f0c9efb7576,同舍問及故山景物用鐘字韻詩以答,曹輔,唐,诗,七言律诗,洞庭湖外白云峰 醉卧虚堂听晓钟 涧草岩花无日歇 仙人玉女有时逢 脂车石路君能去 蜡屐秋风我愿从 欲藉神方变华发 黄精苗盛菊香浓,"7,7,7,7,7,7,7,7",cd161c29efd85ebcac4ec3fd2c010854,洞庭湖 外 白云峰 醉卧 虚堂 听 晓钟 涧 草岩 花 无 日 歇 仙人 玉女 有时 逢 脂车 石路 君能 去 蜡屐 秋风 我 愿 从 欲 藉 神方 变 华发 黄精 苗盛菊 香浓
162fd5a0-e422-4ff2-b86a-305d6aa96d95,慎思屢以佳篇見貽且俾屬和而衰老困於強敵輒爲詩以謝之兼簡無咎文潛天啟,曹輔,唐,诗,七言律诗,邓侯清骨如冰瘦 少日文章苦用心 赋罢吹嘘因狗监 诗成传诵到鸡林 阳春白雪无凡曲 流水高山有至音 更唱自存三益友 老来衰病废长吟,"7,7,7,7,7,7,7,7",07315609e152f1355a846dde873f21d0,邓侯清 骨 如 冰瘦 少日 文章 苦 用心 赋 罢 吹嘘 因狗 监 诗 成 传诵 到 鸡林 阳春白雪 无凡 曲 流水高山 有 至 音 更 唱 自存 三 益友 老 来 衰病 废 长吟
5ac6cc25-b66e-4b7a-bd77-bb44cd5dd687,和,曹輔,唐,诗,七言绝句,秋风落尽千林叶 恰似并州快剪刀 香冷洞房归末得 一窗明月读离骚,"7,7,7,7",997883d29e7133ea7c622c4683977a91,秋风 落尽千林 叶 恰似 并州 快 剪刀 香冷 洞房 归 末 得 一 窗 明月 读 离骚
f0d4b01b-d9b4-4971-97fb-1f8bc991f0a8,中秋月,曹輔,唐,诗,七言绝句,空谷秋寒同子午 白月纷纷洗清露 遥想灯花结夜愁 鬰金斗帐香如雾,"7,7,7,7",8a7a6c1c68fdeb0f584c9b3c5d76d2eb,空谷 秋 寒同 子午 白月 纷纷 洗清 露 遥想 灯花 结夜 愁 鬰 金斗 帐香 如雾
77d47a28-4925-439d-b4f1-f2334adae7ef,呈鄧張晁蔡,曹輔,唐,诗,七言古体,都城薄禄才二釜 白发朱衫污黄土 九人同日锁重闱 一夜涛声卷秋雨 投身虽喜豪俊窟 刺手如逢虎方乳 邓侯相逢十载后 清骨巉岩诗思苦 张晁自是天下才 黄卷聊同圣贤语 蔡子弯弓欲射胡 拔剑酒酣时起舞 何当连袂上霄垠 速致时康开外户 病夫行矣老江湖 容我徜徉载樽俎,"7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7",71df2326201b580b78e973b8ea25c935,都城 薄禄才 二釜 白发 朱衫 污 黄土 九 人 同日 锁 重闱 一夜 涛声 卷 秋雨 投身 虽 喜 豪 俊 窟 刺手 如 逢 虎 方乳 邓侯 相逢 十载 后 清骨 巉岩 诗思 苦 张晁 自是 天下 才 黄卷 聊同 圣贤 语 蔡子 弯弓 欲 射 胡 拔剑 酒 酣 时 起舞 何 当 连袂 上霄垠 速致 时康 开外 户 病夫 行 矣 老江湖 容 我 徜徉 载 樽俎
15cb3680-d611-4ed4-b128-634777fab1c5,次韻答天啟,曹輔,唐,诗,七言古体,天兵连营十万釜 烈烈威声震西土 昆仑月窟扫欲空 岂止斯民被时雨 贺兰狡兔遁三穴 黄口娇雏永离乳 临机一失挫铦锋 谁愿忠言如药苦 吾乡蔡子喜谈兵 早岁曾过阿戎语 逸才自擅鹦鹉赋 高韵仍为鸜鹆舞 方略应须敌万夫 徒击韩嫣笑当户 政宜弱冠请长缨 系取单于置高俎,"7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7",9f19458db53a3f77b07f52842de343b5,天兵 连营 十万 釜 烈烈 威声 震西 土 昆仑 月 窟 扫 欲 空 岂止 斯民 被 时雨 贺兰 狡兔 遁 三 穴 黄口 娇 雏 永离乳 临机 一 失 挫 铦 锋 谁 愿 忠言 如 药 苦 吾 乡 蔡子喜 谈兵 早岁 曾 过 阿戎语 逸才 自 擅 鹦鹉 赋 高 韵 仍 为 鸜 鹆 舞 方略 应须 敌 万夫 徒击 韩嫣 笑 当户 政宜 弱冠 请 长缨 系 取 单于 置高俎
